scenario_id,model,model_family,predictor_set,n_successful_reps,n_failed_reps,n_skipped_reps,failure_rate,skip_rate,risk5_mae_vs_true_risk_mean,risk5_mae_vs_true_risk_sd,risk5_mae_vs_true_risk_se,risk5_mae_vs_true_risk_ci_low,risk5_mae_vs_true_risk_ci_high,risk5_mae_vs_true_risk_median,risk5_mae_vs_true_risk_p25,risk5_mae_vs_true_risk_p75,risk5_rmse_vs_true_risk_mean,risk5_rmse_vs_true_risk_sd,risk5_rmse_vs_true_risk_se,risk5_rmse_vs_true_risk_ci_low,risk5_rmse_vs_true_risk_ci_high,risk5_rmse_vs_true_risk_median,risk5_rmse_vs_true_risk_p25,risk5_rmse_vs_true_risk_p75,risk5_spearman_with_true_risk_mean,risk5_spearman_with_true_risk_sd,risk5_spearman_with_true_risk_se,risk5_spearman_with_true_risk_ci_low,risk5_spearman_with_true_risk_ci_high,risk5_spearman_with_true_risk_median,risk5_spearman_with_true_risk_p25,risk5_spearman_with_true_risk_p75,brier_5y_naive_mean,brier_5y_naive_sd,brier_5y_naive_se,brier_5y_naive_ci_low,brier_5y_naive_ci_high,brier_5y_naive_median,brier_5y_naive_p25,brier_5y_naive_p75,brier_5y_ipcw_mean,brier_5y_ipcw_sd,brier_5y_ipcw_se,brier_5y_ipcw_ci_low,brier_5y_ipcw_ci_high,brier_5y_ipcw_median,brier_5y_ipcw_p25,brier_5y_ipcw_p75,integrated_brier_score_1to5_mean,integrated_brier_score_1to5_sd,integrated_brier_score_1to5_se,integrated_brier_score_1to5_ci_low,integrated_brier_score_1to5_ci_high,integrated_brier_score_1to5_median,integrated_brier_score_1to5_p25,integrated_brier_score_1to5_p75,auc_5y_observed_event1_mean,auc_5y_observed_event1_sd,auc_5y_observed_event1_se,auc_5y_observed_event1_ci_low,auc_5y_observed_event1_ci_high,auc_5y_observed_event1_median,auc_5y_observed_event1_p25,auc_5y_observed_event1_p75,calibration_slope_5y_mean,calibration_slope_5y_sd,calibration_slope_5y_se,calibration_slope_5y_ci_low,calibration_slope_5y_ci_high,calibration_slope_5y_median,calibration_slope_5y_p25,calibration_slope_5y_p75,calibration_intercept_5y_mean,calibration_intercept_5y_sd,calibration_intercept_5y_se,calibration_intercept_5y_ci_low,calibration_intercept_5y_ci_high,calibration_intercept_5y_median,calibration_intercept_5y_p25,calibration_intercept_5y_p75,cause_specific_cindex_event1_mean,cause_specific_cindex_event1_sd,cause_specific_cindex_event1_se,cause_specific_cindex_event1_ci_low,cause_specific_cindex_event1_ci_high,cause_specific_cindex_event1_median,cause_specific_cindex_event1_p25,cause_specific_cindex_event1_p75,runtime_sec_mean,runtime_sec_sd,runtime_sec_se,runtime_sec_ci_low,runtime_sec_ci_high,runtime_sec_median,runtime_sec_p25,runtime_sec_p75
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,Gradient Boosting Survival,all_safe,2,0,0,0.0,0.0,0.05688210903950655,0.003748522657441425,0.002650605790508249,0.05168692169011038,0.06207729638890272,0.05688210903950655,0.05555680614425243,0.05820741193476067,0.07173639368198485,0.005280582863395238,0.003733935951324249,0.06441787921738933,0.07905490814658038,0.07173639368198485,0.06986942570632274,0.07360336165764697,0.5941957864784981,0.06804507090341358,0.04811513106212317,0.49989012959673673,0.6885014433602595,0.5941957864784981,0.5701382209474366,0.6182533520095597,0.12568160042876741,0.00042417994272815233,0.00029994051394639787,0.1250937170214325,0.12626948383610234,0.12568160042876741,0.1255316301717942,0.1258315706857406,0.1459180241629539,0.0016622572525569008,0.0011753933753595042,0.1436142531472493,0.14822179517865852,0.1459180241629539,0.14533032747527413,0.14650572085063365,,,,,,,,,0.6172069716775599,0.0008442146320048941,0.0005969498910675664,0.6160369498910675,0.6183769934640523,0.6172069716775599,0.6169084967320262,0.6175054466230937,2.0331933863198786,0.1954506362844353,0.13820447030394967,1.7623126245241372,2.3040741481156197,2.0331933863198786,1.9640911511679036,2.1022956214718533,1.7520986845152486,0.33407424651987905,0.23622616513399283,1.2890954008526228,2.2151019681778745,1.7520986845152486,1.6339856019482524,1.8702117670822451,0.6550159198253962,0.0005733923386762604,0.00040544961095839716,0.6542212385879177,0.6558106010628747,0.6550159198253962,0.6548131950199171,0.6552186446308754,16.487265624999992,0.035828393495960696,0.0253345000000138,16.437610004999964,16.53692124500002,16.487265624999992,16.474598374999985,16.499932875
S1_linear_PH_inst15,cs_gbsa_dgm_cif,Gradient Boosting Survival,dgm,2,0,0,0.0,0.0,0.0565489449018057,0.0030483948120659113,0.002155540643345697,0.05232408524084814,0.06077380456276327,0.0565489449018057,0.05547117458013285,0.05762671522347855,0.0722255029408087,0.0048674312402866,0.003441793636965902,0.06547958741235554,0.07897141846926187,0.0722255029408087,0.07050460612232574,0.07394639975929165,0.6710937939484536,0.13784217734367202,0.09746913833322916,0.4800542828153244,0.8621333050815827,0.6710937939484536,0.622359224781839,0.7198283631150683,0.12544729860285994,0.00011414955618132615,8.07159252452505e-05,0.12528909538937924,0.12560550181634064,0.12544729860285994,0.12540694064023733,0.12548765656548255,0.1454389974193013,0.0012839550696304087,0.0009078933364745078,0.14365952647981126,0.14721846835879135,0.1454389974193013,0.14498505075106405,0.14589294408753856,,,,,,,,,0.6242701525054466,0.03366506115013803,0.02380479302832239,0.5776127581699347,0.6709275468409585,0.6242701525054466,0.6123677559912855,0.6361725490196077,2.885861506255819,1.3196168226516714,0.9331100038648424,1.0569658986807278,4.71475711383091,2.885861506255819,2.4193065043233974,3.3524165081882398,3.2031160680797384,2.247086372245969,1.5889300117270033,0.08881324509481203,6.317418891064665,3.2031160680797384,2.4086510622162365,3.9975810739432402,0.6612125880247041,0.017126352094870463,0.012110159703271338,0.6374766750062922,0.6849485010431159,0.6612125880247041,0.6551575081730684,0.6672676678763397,9.79615220800001,0.06511357439219297,0.04604225000001437,9.705909397999982,9.886395018000037,9.79615220800001,9.773131083000003,9.819173333000018
S1_linear_PH_inst15,cs_rsf_all_safe_cif,Random Survival Forest,all_safe,2,0,0,0.0,0.0,0.04377867968689905,0.003428257292816174,0.0024241439794025522,0.03902735748727005,0.048530001886528056,0.04377867968689905,0.04256660769719777,0.04499075167660033,0.058018817633369205,0.003016644926245097,0.0021330900837799004,0.0538379610691606,0.06219967419757781,0.058018817633369205,0.05695227259147925,0.05908536267525915,0.7805630384724617,0.03864081695460984,0.027323183699192732,0.7270095984220439,0.8341164785228794,0.7805630384724617,0.7669014466228653,0.794224630322058,0.12364045224310695,0.0004844214494496261,0.0003425376918580469,0.12296907836706518,0.12431182611914872,0.12364045224310695,0.12346918339717793,0.12381172108903597,0.1401204281515503,0.0017680357818188879,0.0012501900907045949,0.1376700555737693,0.1425708007293313,0.1401204281515503,0.139495333106198,0.1407455231969026,,,,,,,,,0.6523834422657951,0.008269606103288507,0.005847494553376964,0.6409223529411763,0.663844531590414,0.6523834422657951,0.6494596949891067,0.6553071895424836,0.8148986813096872,0.07281890844396596,0.051490743959330676,0.7139768231493991,0.9158205394699753,0.8148986813096872,0.7891533093300218,0.8406440532893525,-0.39518537314008817,0.10161181635997422,0.07185040439681994,-0.5360121657578553,-0.2543585805223211,-0.39518537314008817,-0.43111057533849817,-0.35926017094167817,0.67137635526206,0.0002452681884938309,0.00017343079929332816,0.6710364308954451,0.6717162796286749,0.67137635526206,0.6712896398624133,0.6714630706617066,7.577044395999991,0.10247718439130922,0.07246231199999897,7.435018264479993,7.719070527519989,7.577044395999991,7.540813239999991,7.61327555199999
S1_linear_PH_inst15,cs_rsf_dgm_cif,Random Survival Forest,dgm,2,0,0,0.0,0.0,0.03450560800767605,0.002151594856731939,0.0015214073135612523,0.031523649673095996,0.0374875663422561,0.03450560800767605,0.03374490435089542,0.03526631166445668,0.0454998429593845,0.002614899960290151,0.0018490134940455996,0.041875776511055125,0.04912390940771388,0.0454998429593845,0.044575336212361705,0.0464243497064073,0.8669880795502577,0.007739585716099014,0.005472713543428154,0.8562615610051385,0.8777145980953769,0.8669880795502577,0.8642517227785436,0.8697244363219718,0.12199773041113895,0.00018752437709202455,0.00013259975867955381,0.12173783488412702,0.12225762593815089,0.12199773041113895,0.12193143053179917,0.12206403029047873,0.1374244575229766,0.0012832267932454198,0.000907378367304104,0.13564599592306056,0.13920291912289265,0.1374244575229766,0.13697076833932453,0.13787814670662865,,,,,,,,,0.6669647058823529,0.012371133541700382,0.00874771241830069,0.6498191895424835,0.6841102222222223,0.6669647058823529,0.6625908496732026,0.6713385620915033,0.9584695179849413,0.17469345660867674,0.12352692779691321,0.7163567395029914,1.2005822964668913,0.9584695179849413,0.8967060540864846,1.020232981883398,-0.1270937494558147,0.2644047742508472,0.18696240885087229,-0.49354007080352436,0.23935257189189496,-0.1270937494558147,-0.22057495388125084,-0.03361254503037854,0.6903609505168514,0.006092361773175107,0.0043079503232538174,0.681917367883274,0.6988045331504289,0.6903609505168514,0.6882069753552245,0.6925149256784784,1.9445331665000083,0.0768360493005543,0.05433129150000582,1.8380438351599968,2.0510224978400196,1.9445331665000083,1.9173675207500054,1.9716988122500112
S1_linear_PH_inst15,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,all_safe_reduced,0,0,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_linear_PH_inst15,deephit_competing_risk_dgm_optional,DeepHit optional,dgm,0,0,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_linear_PH_inst15,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,all_safe,0,0,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_linear_PH_inst15,deepsurv_dgm_cause_specific_optional,DeepSurv optional,dgm,0,0,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_linear_PH_inst15,finegray_all_safe_reduced_R,Fine-Gray,all_safe_reduced,2,0,0,0.0,0.0,0.032113388030076004,0.00015046702983453905,0.00010639625714100111,0.031904851366079644,0.032321924694072364,0.032113388030076004,0.0320601899015055,0.0321665861586465,0.04395421345334115,0.00013712110496670607,9.695926316575024e-05,0.04376417329753628,0.04414425360914602,0.04395421345334115,0.043905733821758275,0.04400269308492403,0.8780325129033392,0.00016517770334022094,0.00011679827413269006,0.8778035882860391,0.8782614375206392,0.8780325129033392,0.8779741137662729,0.8780909120404055,0.1229213443607948,0.00018841819113929383,0.00013323178065349772,0.12266021007071394,0.12318247865087566,0.1229213443607948,0.12285472847046805,0.12298796025112155,0.1394175907081463,0.0017558468396213184,0.0012415712070212024,0.13698411114238473,0.14185107027390786,0.1394175907081463,0.1387968051046357,0.1400383763116569,,,,,,,,,0.664094117647059,0.0077495205927685575,0.00547973856209144,0.6533538300653597,0.6748344052287581,0.664094117647059,0.6613542483660132,0.6668339869281046,0.8336145585666033,0.05645121755997334,0.039917038742894255,0.7553771626305306,0.911851954502676,0.8336145585666033,0.8136560391951562,0.8535730779380505,-0.25349031658998056,0.07026867896628798,0.049687459402082745,-0.35087773701806274,-0.15610289616189837,-0.25349031658998056,-0.27833404629102193,-0.22864658688893919,0.670884737826094,0.0009243263925935243,0.0006535974602325799,0.6696036868040381,0.6721657888481499,0.670884737826094,0.6705579390959778,0.6712115365562104,3.3537466249999994,0.03715474904075877,0.0262723750000049,3.3022527699999897,3.405240480000009,3.3537466249999994,3.340610437499997,3.366882812500002
S1_linear_PH_inst15,finegray_dgm_cif_R,Fine-Gray,dgm,2,0,0,0.0,0.0,0.02803470915714945,0.0038247038687780044,0.00270447404164335,0.022733940035528484,0.03333547827877042,0.02803470915714945,0.026682472136327774,0.029386946177971128,0.04471688098674415,0.008618657709475086,0.00609431131109555,0.032772030816996874,0.05666173115649143,0.04471688098674415,0.04166972533119638,0.047764036642291924,0.9207817123474278,0.02220357260517543,0.0157002967556874,0.8900091307062805,0.951554293988575,0.9207817123474278,0.9129315639695841,0.9286318607252715,0.12364568680819925,0.0010392486034969581,0.0007348597348713486,0.1222053617278514,0.1250860118885471,0.12364568680819925,0.12327825694076358,0.12401311667563492,0.1371515966986745,0.0018309892045112876,0.0012947048827892937,0.13461397512840748,0.1396892182689415,0.1371515966986745,0.13650424425727986,0.13779894914006913,,,,,,,,,0.6682823529411764,0.0015503970906015666,0.0010962962962962617,0.6661336122004358,0.6704310936819171,0.6682823529411764,0.6677342047930284,0.6688305010893245,0.7647338558342003,0.00375930816991556,0.0026582322995172825,0.7595237205271465,0.7699439911412541,0.7647338558342003,0.7634047396844416,0.7660629719839589,-0.37191061625295774,0.019232994807360005,0.013599781050809915,-0.39856618711254516,-0.3452550453933703,-0.37191061625295774,-0.37871050677836265,-0.36511072572755277,0.6866638094380793,0.0006329735428412301,0.0004475798844547074,0.685786552864548,0.6875410660116105,0.6866638094380793,0.686440019495852,0.6868875993803066,5.69551552050001,0.3406518448257574,0.24087722950000057,5.223396150680008,6.167634890320011,5.69551552050001,5.575076905750009,5.81595413525001
