scenario_id,model,metric,model_value,oracle_value,gap,flag_name,needs_audit
S1_linear_PH_inst15,finegray_dgm_cif_R,auc_5y_observed_event1_mean,0.6682823529411764,0.6831674074074074,-0.014885054466231007,auc_exceeds_oracle,False
S1_linear_PH_inst15,finegray_dgm_cif_R,cause_specific_cindex_event1_mean,0.6866638094380793,0.7042872063163241,-0.01762339687824488,cindex_exceeds_oracle,False
S1_linear_PH_inst15,finegray_dgm_cif_R,risk5_spearman_with_true_risk_mean,0.9207817123474278,,,spearman_below_0_50,False
S1_linear_PH_inst15,finegray_dgm_cif_R,calibration_slope_5y_mean,0.7647338558342003,,,calibration_slope_outside_0_5_to_1_5,False
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,risk5_mae_vs_true_risk_mean,0.0836924423848308,0.0,0.0836924423848308,mae_better_than_oracle,False
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,auc_5y_observed_event1_mean,0.677263748597082,0.7018918249158248,-0.024628076318742753,auc_exceeds_oracle,False
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,cause_specific_cindex_event1_mean,0.6711199338613972,0.6992684451098363,-0.02814851124843909,cindex_exceeds_oracle,False
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8869292717926665,,,spearman_below_0_50,False
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,calibration_slope_5y_mean,1.7430940998632205,,,calibration_slope_outside_0_5_to_1_5,True
S2_linear_PH_inst45,cs_gbsa_dgm_cif,risk5_mae_vs_true_risk_mean,0.08512922276424895,0.0,0.08512922276424895,mae_better_than_oracle,False
S2_linear_PH_inst45,cs_gbsa_dgm_cif,auc_5y_observed_event1_mean,0.6746473625140292,0.7018918249158248,-0.027244462401795566,auc_exceeds_oracle,False
S2_linear_PH_inst45,cs_gbsa_dgm_cif,cause_specific_cindex_event1_mean,0.6692727702700025,0.6992684451098363,-0.029995674839833786,cindex_exceeds_oracle,False
S2_linear_PH_inst45,cs_gbsa_dgm_cif,risk5_spearman_with_true_risk_mean,0.8841508308627295,,,spearman_below_0_50,False
S2_linear_PH_inst45,cs_gbsa_dgm_cif,calibration_slope_5y_mean,1.7652084905952734,,,calibration_slope_outside_0_5_to_1_5,True
S2_linear_PH_inst45,cs_rsf_all_safe_cif,risk5_mae_vs_true_risk_mean,0.0782425234223311,0.0,0.0782425234223311,mae_better_than_oracle,False
S2_linear_PH_inst45,cs_rsf_all_safe_cif,auc_5y_observed_event1_mean,0.6677827160493828,0.7018918249158248,-0.03410910886644203,auc_exceeds_oracle,False
S2_linear_PH_inst45,cs_rsf_all_safe_cif,cause_specific_cindex_event1_mean,0.6648821482969232,0.6992684451098363,-0.034386296812913164,cindex_exceeds_oracle,False
S2_linear_PH_inst45,cs_rsf_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8549975177766747,,,spearman_below_0_50,False
S2_linear_PH_inst45,cs_rsf_all_safe_cif,calibration_slope_5y_mean,0.9663269921820485,,,calibration_slope_outside_0_5_to_1_5,False
S2_linear_PH_inst45,cs_rsf_dgm_cif,risk5_mae_vs_true_risk_mean,0.06270866284731055,0.0,0.06270866284731055,mae_better_than_oracle,False
S2_linear_PH_inst45,cs_rsf_dgm_cif,auc_5y_observed_event1_mean,0.679892255892256,0.7018918249158248,-0.02199956902356881,auc_exceeds_oracle,False
S2_linear_PH_inst45,cs_rsf_dgm_cif,cause_specific_cindex_event1_mean,0.6768045984360196,0.6992684451098363,-0.022463846673816734,cindex_exceeds_oracle,False
S2_linear_PH_inst45,cs_rsf_dgm_cif,risk5_spearman_with_true_risk_mean,0.9077124283166349,,,spearman_below_0_50,False
S2_linear_PH_inst45,cs_rsf_dgm_cif,calibration_slope_5y_mean,1.045329557848872,,,calibration_slope_outside_0_5_to_1_5,False
S2_linear_PH_inst45,finegray_all_safe_reduced_R,risk5_mae_vs_true_risk_mean,0.0601312169598757,0.0,0.0601312169598757,mae_better_than_oracle,False
S2_linear_PH_inst45,finegray_all_safe_reduced_R,auc_5y_observed_event1_mean,0.672263973063973,0.7018918249158248,-0.029627851851851794,auc_exceeds_oracle,False
S2_linear_PH_inst45,finegray_all_safe_reduced_R,cause_specific_cindex_event1_mean,0.6577489280985103,0.6992684451098363,-0.04151951701132606,cindex_exceeds_oracle,False
S2_linear_PH_inst45,finegray_all_safe_reduced_R,risk5_spearman_with_true_risk_mean,0.9015534922459967,,,spearman_below_0_50,False
S2_linear_PH_inst45,finegray_all_safe_reduced_R,calibration_slope_5y_mean,0.851008084495289,,,calibration_slope_outside_0_5_to_1_5,False
S2_linear_PH_inst45,finegray_dgm_cif_R,risk5_mae_vs_true_risk_mean,0.05360501401838755,0.0,0.05360501401838755,mae_better_than_oracle,False
S2_linear_PH_inst45,finegray_dgm_cif_R,auc_5y_observed_event1_mean,0.6841418630751964,0.7018918249158248,-0.01774996184062838,auc_exceeds_oracle,False
S2_linear_PH_inst45,finegray_dgm_cif_R,cause_specific_cindex_event1_mean,0.6736135801063561,0.6992684451098363,-0.025654865003480243,cindex_exceeds_oracle,False
S2_linear_PH_inst45,finegray_dgm_cif_R,risk5_spearman_with_true_risk_mean,0.9303740934995972,,,spearman_below_0_50,False
S2_linear_PH_inst45,finegray_dgm_cif_R,calibration_slope_5y_mean,0.7945471131485111,,,calibration_slope_outside_0_5_to_1_5,False
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,risk5_mae_vs_true_risk_mean,0.1010002111628158,0.0,0.1010002111628158,mae_better_than_oracle,False
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,auc_5y_observed_event1_mean,0.7019666666666666,0.7403853968253968,-0.03841873015873021,auc_exceeds_oracle,False
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,cause_specific_cindex_event1_mean,0.7117193256968561,0.744805770885036,-0.033086445188179825,cindex_exceeds_oracle,False
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8333942569091878,,,spearman_below_0_50,False
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,calibration_slope_5y_mean,2.0042504353455377,,,calibration_slope_outside_0_5_to_1_5,True
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,risk5_mae_vs_true_risk_mean,0.101801112049577,0.0,0.101801112049577,mae_better_than_oracle,False
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,auc_5y_observed_event1_mean,0.7002798941798942,0.7403853968253968,-0.04010550264550261,auc_exceeds_oracle,False
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,cause_specific_cindex_event1_mean,0.7094964506976593,0.744805770885036,-0.03530932018737665,cindex_exceeds_oracle,False
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,risk5_spearman_with_true_risk_mean,0.82196196568729,,,spearman_below_0_50,False
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,calibration_slope_5y_mean,2.009531370009987,,,calibration_slope_outside_0_5_to_1_5,True
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,risk5_mae_vs_true_risk_mean,0.08100421998902199,0.0,0.08100421998902199,mae_better_than_oracle,False
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,auc_5y_observed_event1_mean,0.710621164021164,0.7403853968253968,-0.029764232804232793,auc_exceeds_oracle,False
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,cause_specific_cindex_event1_mean,0.7120369933641475,0.744805770885036,-0.03276877752088847,cindex_exceeds_oracle,False
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8590843640374952,,,spearman_below_0_50,False
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,calibration_slope_5y_mean,1.0238821998561924,,,calibration_slope_outside_0_5_to_1_5,False
S3_nonlinear_interaction_inst30,cs_rsf_dgm_cif,risk5_mae_vs_true_risk_mean,0.06343625911959169,0.0,0.06343625911959169,mae_better_than_oracle,False
S3_nonlinear_interaction_inst30,cs_rsf_dgm_cif,auc_5y_observed_event1_mean,0.725357671957672,0.7403853968253968,-0.015027724867724856,auc_exceeds_oracle,False
S3_nonlinear_interaction_inst30,cs_rsf_dgm_cif,cause_specific_cindex_event1_mean,0.7296727285715414,0.744805770885036,-0.015133042313494549,cindex_exceeds_oracle,False
S3_nonlinear_interaction_inst30,cs_rsf_dgm_cif,risk5_spearman_with_true_risk_mean,0.9093554814913252,,,spearman_below_0_50,False
S3_nonlinear_interaction_inst30,cs_rsf_dgm_cif,calibration_slope_5y_mean,1.1282987636016784,,,calibration_slope_outside_0_5_to_1_5,False
S3_nonlinear_interaction_inst30,finegray_all_safe_reduced_R,risk5_mae_vs_true_risk_mean,0.05992031179352275,0.0,0.05992031179352275,mae_better_than_oracle,False
S3_nonlinear_interaction_inst30,finegray_all_safe_reduced_R,auc_5y_observed_event1_mean,0.7150867724867724,0.7403853968253968,-0.025298624338624398,auc_exceeds_oracle,False
S3_nonlinear_interaction_inst30,finegray_all_safe_reduced_R,cause_specific_cindex_event1_mean,0.710208229199554,0.744805770885036,-0.034597541685482014,cindex_exceeds_oracle,False
S3_nonlinear_interaction_inst30,finegray_all_safe_reduced_R,risk5_spearman_with_true_risk_mean,0.9057890692395862,,,spearman_below_0_50,False
S3_nonlinear_interaction_inst30,finegray_all_safe_reduced_R,calibration_slope_5y_mean,0.8947201257248862,,,calibration_slope_outside_0_5_to_1_5,False
S3_nonlinear_interaction_inst30,finegray_dgm_cif_R,risk5_mae_vs_true_risk_mean,0.05215494445001895,0.0,0.05215494445001895,mae_better_than_oracle,False
S3_nonlinear_interaction_inst30,finegray_dgm_cif_R,auc_5y_observed_event1_mean,0.724699470899471,0.7403853968253968,-0.01568592592592588,auc_exceeds_oracle,False
S3_nonlinear_interaction_inst30,finegray_dgm_cif_R,cause_specific_cindex_event1_mean,0.726650883107501,0.744805770885036,-0.018154887777534934,cindex_exceeds_oracle,False
S3_nonlinear_interaction_inst30,finegray_dgm_cif_R,risk5_spearman_with_true_risk_mean,0.9331204698313199,,,spearman_below_0_50,False
S3_nonlinear_interaction_inst30,finegray_dgm_cif_R,calibration_slope_5y_mean,0.8757568308182369,,,calibration_slope_outside_0_5_to_1_5,False
S4_nonPH_inst30,cs_gbsa_all_safe_cif,risk5_mae_vs_true_risk_mean,0.0946892522014017,0.0,0.0946892522014017,mae_better_than_oracle,False
S4_nonPH_inst30,cs_gbsa_all_safe_cif,auc_5y_observed_event1_mean,0.6471248677248678,0.6717199365079367,-0.02459506878306894,auc_exceeds_oracle,False
S4_nonPH_inst30,cs_gbsa_all_safe_cif,cause_specific_cindex_event1_mean,0.6710673162040801,0.6956900174098606,-0.024622701205780473,cindex_exceeds_oracle,False
S4_nonPH_inst30,cs_gbsa_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8255359419157341,,,spearman_below_0_50,False
S4_nonPH_inst30,cs_gbsa_all_safe_cif,calibration_slope_5y_mean,1.7531494308263593,,,calibration_slope_outside_0_5_to_1_5,True
S4_nonPH_inst30,cs_gbsa_dgm_cif,risk5_mae_vs_true_risk_mean,0.09547386161507425,0.0,0.09547386161507425,mae_better_than_oracle,False
S4_nonPH_inst30,cs_gbsa_dgm_cif,auc_5y_observed_event1_mean,0.6475481481481482,0.6717199365079367,-0.024171788359788504,auc_exceeds_oracle,False
S4_nonPH_inst30,cs_gbsa_dgm_cif,cause_specific_cindex_event1_mean,0.6706643298971549,0.6956900174098606,-0.02502568751270573,cindex_exceeds_oracle,False
S4_nonPH_inst30,cs_gbsa_dgm_cif,risk5_spearman_with_true_risk_mean,0.8121337763777369,,,spearman_below_0_50,False
S4_nonPH_inst30,cs_gbsa_dgm_cif,calibration_slope_5y_mean,1.787322077557842,,,calibration_slope_outside_0_5_to_1_5,True
S4_nonPH_inst30,cs_rsf_all_safe_cif,risk5_mae_vs_true_risk_mean,0.0751430619307569,0.0,0.0751430619307569,mae_better_than_oracle,False
S4_nonPH_inst30,cs_rsf_all_safe_cif,auc_5y_observed_event1_mean,0.6401417989417989,0.6717199365079367,-0.03157813756613781,auc_exceeds_oracle,False
S4_nonPH_inst30,cs_rsf_all_safe_cif,cause_specific_cindex_event1_mean,0.6662895172558223,0.6956900174098606,-0.029400500154038278,cindex_exceeds_oracle,False
S4_nonPH_inst30,cs_rsf_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8553790379462392,,,spearman_below_0_50,False
S4_nonPH_inst30,cs_rsf_all_safe_cif,calibration_slope_5y_mean,0.9039811015531326,,,calibration_slope_outside_0_5_to_1_5,False
S4_nonPH_inst30,cs_rsf_dgm_cif,risk5_mae_vs_true_risk_mean,0.0647461052859251,0.0,0.0647461052859251,mae_better_than_oracle,False
S4_nonPH_inst30,cs_rsf_dgm_cif,auc_5y_observed_event1_mean,0.6633936507936509,0.6717199365079367,-0.008326285714285842,auc_exceeds_oracle,False
S4_nonPH_inst30,cs_rsf_dgm_cif,cause_specific_cindex_event1_mean,0.6852687238195212,0.6956900174098606,-0.010421293590339387,cindex_exceeds_oracle,False
S4_nonPH_inst30,cs_rsf_dgm_cif,risk5_spearman_with_true_risk_mean,0.884425553966913,,,spearman_below_0_50,False
S4_nonPH_inst30,cs_rsf_dgm_cif,calibration_slope_5y_mean,0.9793795229666674,,,calibration_slope_outside_0_5_to_1_5,False
S4_nonPH_inst30,finegray_all_safe_reduced_R,risk5_mae_vs_true_risk_mean,0.05831160026220785,0.0,0.05831160026220785,mae_better_than_oracle,False
S4_nonPH_inst30,finegray_all_safe_reduced_R,auc_5y_observed_event1_mean,0.6584814814814814,0.6717199365079367,-0.013238455026455265,auc_exceeds_oracle,False
S4_nonPH_inst30,finegray_all_safe_reduced_R,cause_specific_cindex_event1_mean,0.6755838046235466,0.6956900174098606,-0.02010621278631397,cindex_exceeds_oracle,False
S4_nonPH_inst30,finegray_all_safe_reduced_R,risk5_spearman_with_true_risk_mean,0.8938437874861278,,,spearman_below_0_50,False
S4_nonPH_inst30,finegray_all_safe_reduced_R,calibration_slope_5y_mean,0.7833081455236501,,,calibration_slope_outside_0_5_to_1_5,False
S4_nonPH_inst30,finegray_dgm_cif_R,risk5_mae_vs_true_risk_mean,0.056781407350096,0.0,0.056781407350096,mae_better_than_oracle,False
S4_nonPH_inst30,finegray_dgm_cif_R,auc_5y_observed_event1_mean,0.6670148148148148,0.6717199365079367,-0.004705121693121872,auc_exceeds_oracle,False
S4_nonPH_inst30,finegray_dgm_cif_R,cause_specific_cindex_event1_mean,0.6872474517875297,0.6956900174098606,-0.008442565622330922,cindex_exceeds_oracle,False
S4_nonPH_inst30,finegray_dgm_cif_R,risk5_spearman_with_true_risk_mean,0.9016995669775854,,,spearman_below_0_50,False
S4_nonPH_inst30,finegray_dgm_cif_R,calibration_slope_5y_mean,0.7886869777089809,,,calibration_slope_outside_0_5_to_1_5,False
S5_MAR_missingness_inst30,cs_gbsa_all_safe_cif,risk5_mae_vs_true_risk_mean,0.07913877422938186,0.0,0.07913877422938186,mae_better_than_oracle,False
S5_MAR_missingness_inst30,cs_gbsa_all_safe_cif,auc_5y_observed_event1_mean,0.6647179894179894,0.6907799576719575,-0.026061968253968115,auc_exceeds_oracle,False
S5_MAR_missingness_inst30,cs_gbsa_all_safe_cif,cause_specific_cindex_event1_mean,0.678637060755636,0.699670337648507,-0.021033276892870933,cindex_exceeds_oracle,False
S5_MAR_missingness_inst30,cs_gbsa_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8433716628849465,,,spearman_below_0_50,False
S5_MAR_missingness_inst30,cs_gbsa_all_safe_cif,calibration_slope_5y_mean,2.1646339507277124,,,calibration_slope_outside_0_5_to_1_5,True
S5_MAR_missingness_inst30,cs_gbsa_dgm_cif,risk5_mae_vs_true_risk_mean,0.08142525488389105,0.0,0.08142525488389105,mae_better_than_oracle,False
S5_MAR_missingness_inst30,cs_gbsa_dgm_cif,auc_5y_observed_event1_mean,0.6647328042328042,0.6907799576719575,-0.026047153439153314,auc_exceeds_oracle,False
S5_MAR_missingness_inst30,cs_gbsa_dgm_cif,cause_specific_cindex_event1_mean,0.6787006694347631,0.699670337648507,-0.020969668213743797,cindex_exceeds_oracle,False
S5_MAR_missingness_inst30,cs_gbsa_dgm_cif,risk5_spearman_with_true_risk_mean,0.8236451117671275,,,spearman_below_0_50,False
S5_MAR_missingness_inst30,cs_gbsa_dgm_cif,calibration_slope_5y_mean,2.2877147202518837,,,calibration_slope_outside_0_5_to_1_5,True
S5_MAR_missingness_inst30,cs_rsf_all_safe_cif,risk5_mae_vs_true_risk_mean,0.0677701383476394,0.0,0.0677701383476394,mae_better_than_oracle,False
S5_MAR_missingness_inst30,cs_rsf_all_safe_cif,auc_5y_observed_event1_mean,0.668226455026455,0.6907799576719575,-0.0225535026455026,auc_exceeds_oracle,False
S5_MAR_missingness_inst30,cs_rsf_all_safe_cif,cause_specific_cindex_event1_mean,0.6828901569265382,0.699670337648507,-0.01678018072196874,cindex_exceeds_oracle,False
S5_MAR_missingness_inst30,cs_rsf_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8430220031208904,,,spearman_below_0_50,False
S5_MAR_missingness_inst30,cs_rsf_all_safe_cif,calibration_slope_5y_mean,1.0377268068078145,,,calibration_slope_outside_0_5_to_1_5,False
S5_MAR_missingness_inst30,cs_rsf_dgm_cif,risk5_mae_vs_true_risk_mean,0.05526864068406585,0.0,0.05526864068406585,mae_better_than_oracle,False
S5_MAR_missingness_inst30,cs_rsf_dgm_cif,auc_5y_observed_event1_mean,0.6810084656084656,0.6907799576719575,-0.009771492063491927,auc_exceeds_oracle,False
S5_MAR_missingness_inst30,cs_rsf_dgm_cif,cause_specific_cindex_event1_mean,0.6984269324652039,0.699670337648507,-0.0012434051833030146,cindex_exceeds_oracle,False
S5_MAR_missingness_inst30,cs_rsf_dgm_cif,risk5_spearman_with_true_risk_mean,0.9001657156292071,,,spearman_below_0_50,False
S5_MAR_missingness_inst30,cs_rsf_dgm_cif,calibration_slope_5y_mean,1.1545014880459536,,,calibration_slope_outside_0_5_to_1_5,False
S5_MAR_missingness_inst30,finegray_all_safe_reduced_R,risk5_mae_vs_true_risk_mean,0.0523084470236191,0.0,0.0523084470236191,mae_better_than_oracle,False
S5_MAR_missingness_inst30,finegray_all_safe_reduced_R,auc_5y_observed_event1_mean,0.662584126984127,0.6907799576719575,-0.028195830687830492,auc_exceeds_oracle,False
S5_MAR_missingness_inst30,finegray_all_safe_reduced_R,cause_specific_cindex_event1_mean,0.6701178278891611,0.699670337648507,-0.02955250975934587,cindex_exceeds_oracle,False
S5_MAR_missingness_inst30,finegray_all_safe_reduced_R,risk5_spearman_with_true_risk_mean,0.8789812742138998,,,spearman_below_0_50,False
S5_MAR_missingness_inst30,finegray_all_safe_reduced_R,calibration_slope_5y_mean,0.873641840094386,,,calibration_slope_outside_0_5_to_1_5,False
