stage,scenario_id,model,model_family,primary_metric_type,cause_specific_cindex_event1_mean,risk5_mae_vs_true_risk_mean,brier_5y_naive_mean,auc_5y_observed_event1_mean,calibration_slope_5y_mean,failure_rate
C2,S3_nonlinear_interaction_inst30,cox_dgm_features,C2 cause-specific,ranking,0.7328802601927343,0.0948156995849576,0.1940794936467515,,0.5969098785216264,0.0
C2,S3_nonlinear_interaction_inst30,oracle_true_lp_not_a_model,C2 cause-specific,ranking,0.744805770885036,0.0,0.1756358620848975,,1.0011395994077403,0.0
C2,S3_nonlinear_interaction_inst30,penalised_cox_all_safe_predictors,C2 cause-specific,ranking,0.7261215664510858,0.0986353331887347,0.1949287465869894,,0.6188042671561123,0.0
C2,S3_nonlinear_interaction_inst30,xgb_survival_cox_strict,C2 cause-specific,ranking,0.7254260131908804,,,,,0.0
C2,S4_nonPH_inst30,cox_dgm_features,C2 cause-specific,ranking,0.6899636769700842,0.09159930519626,0.2088441685420796,,0.5669523514722596,0.0
C2,S4_nonPH_inst30,oracle_true_lp_not_a_model,C2 cause-specific,ranking,0.6956900174098606,0.0,0.1945514940581884,,0.7787080097042895,0.0
C2,S4_nonPH_inst30,penalised_cox_all_safe_predictors,C2 cause-specific,ranking,0.681783243943903,0.0972760910970291,0.2098852264843321,,0.5723352233430805,0.0
C2,S4_nonPH_inst30,xgb_survival_cox_strict,C2 cause-specific,ranking,0.6808183210934915,,,,,0.0
C2,S5_MAR_missingness_inst30,cox_dgm_features,C2 cause-specific,ranking,0.6896704471627737,0.0861697122477736,0.2071047306601879,,0.5863632714478733,0.0
C2,S5_MAR_missingness_inst30,oracle_true_lp_not_a_model,C2 cause-specific,ranking,0.699670337648507,0.0,0.1896886347029781,,1.0014171919032346,0.0
C2,S5_MAR_missingness_inst30,penalised_cox_all_safe_predictors,C2 cause-specific,ranking,0.6828762418186634,0.0925753050171935,0.2075677684051443,,0.5911402669714367,0.0
C2,S5_MAR_missingness_inst30,xgb_survival_cox_strict,C2 cause-specific,ranking,0.67927975101883,,,,,0.0
C2,S6_highdim_sparseMRI_inst30,cox_dgm_features,C2 cause-specific,ranking,0.7087519533291068,0.0862008531089623,0.1954983879549571,,0.6678958058862152,0.0
C2,S6_highdim_sparseMRI_inst30,oracle_true_lp_not_a_model,C2 cause-specific,ranking,0.7188256441471452,0.0,0.1796391462620448,,0.9791114928160644,0.0
C2,S6_highdim_sparseMRI_inst30,penalised_cox_all_safe_predictors,C2 cause-specific,ranking,0.709706888985762,0.0850853203333022,0.1949400124188429,,0.6448555676342367,0.0
C2,S6_highdim_sparseMRI_inst30,xgb_survival_cox_strict,C2 cause-specific,ranking,0.7089227896057975,,,,,0.0
C2,S7_strong_death_competing_inst30,cox_dgm_features,C2 cause-specific,ranking,0.6925469155600072,0.1066838368065326,0.2154786468892233,,0.5226051204195997,0.0
C2,S7_strong_death_competing_inst30,oracle_true_lp_not_a_model,C2 cause-specific,ranking,0.7002662071046466,0.0,0.1912716653416502,,1.020005109111316,0.0
C2,S7_strong_death_competing_inst30,penalised_cox_all_safe_predictors,C2 cause-specific,ranking,0.6856061416599745,0.1117467158087154,0.2154096903937931,,0.5317118103358784,0.0
C2,S7_strong_death_competing_inst30,xgb_survival_cox_strict,C2 cause-specific,ranking,0.6807706766918549,,,,,0.0
C3,S0_linear_PH_inst30,cs_cox_dgm_cif,C3 competing-risk,absolute_risk,0.6968004277571765,0.0370801478457144,0.1912315877025749,0.686015492063492,0.9482845800867392,0.0
C3,S0_linear_PH_inst30,cs_penalised_cox_all_safe_cif,C3 competing-risk,absolute_risk,0.6884690468701143,0.0523531559490107,0.1936687394600836,0.6756404232804233,0.8688142355292604,0.0
C3,S0_linear_PH_inst30,nonparametric_aj_null,C3 competing-risk,absolute_risk,0.5,0.1154011775006319,0.2100000408163265,0.5,,0.0
C3,S0_linear_PH_inst30,oracle_true_risk_not_a_model,C3 competing-risk,absolute_risk,0.7041759180368307,0.0,0.188683499850877,0.6960403174603175,1.032609618500741,0.0
C3,S1_linear_PH_inst15,cs_cox_dgm_cif,C3 competing-risk,absolute_risk,0.6919187197553369,0.0270655790964418,0.1217224266268175,0.6668100740740742,0.8878698278193086,0.0
C3,S1_linear_PH_inst15,cs_penalised_cox_all_safe_cif,C3 competing-risk,absolute_risk,0.6845830600064496,0.0344855061805689,0.1223193741502362,0.6591007233115468,0.8604932295992748,0.0
C3,S1_linear_PH_inst15,nonparametric_aj_null,C3 competing-risk,absolute_risk,0.5,0.0671050868884996,0.1275000473469387,0.5,,0.0
C3,S1_linear_PH_inst15,oracle_true_risk_not_a_model,C3 competing-risk,absolute_risk,0.7042872063163241,0.0,0.1200167017773075,0.6831674074074074,1.0055092732604989,0.0
C3,S2_linear_PH_inst45,cs_cox_dgm_cif,C3 competing-risk,absolute_risk,0.6933204052885168,0.0401276052971375,0.2200123392893613,0.6929197755331089,0.9497847442118788,0.0
C3,S2_linear_PH_inst45,cs_penalised_cox_all_safe_cif,C3 competing-risk,absolute_risk,0.6874475761034237,0.0580527682273546,0.2224383656030752,0.685159901234568,0.8797423349769304,0.0
C3,S2_linear_PH_inst45,nonparametric_aj_null,C3 competing-risk,absolute_risk,0.5,0.1431274435239712,0.2475000457142857,0.5,,0.0
C3,S2_linear_PH_inst45,oracle_true_risk_not_a_model,C3 competing-risk,absolute_risk,0.6992684451098363,0.0,0.2172109300277079,0.7018918249158248,1.0127733913924626,0.0
C3,S3_nonlinear_interaction_inst30,cs_cox_dgm_cif,C3 competing-risk,absolute_risk,0.7328802601927343,0.0524587682943105,0.180752982415647,0.7251500952380951,0.9118234374004228,0.0
C3,S3_nonlinear_interaction_inst30,cs_penalised_cox_all_safe_cif,C3 competing-risk,absolute_risk,0.7261215664510858,0.0634353084777862,0.1831131393037776,0.7168395343915342,0.8857588806136023,0.0
C3,S3_nonlinear_interaction_inst30,nonparametric_aj_null,C3 competing-risk,absolute_risk,0.5,0.1484305943119306,0.2100000473469387,0.5,,0.0
C3,S3_nonlinear_interaction_inst30,oracle_true_risk_not_a_model,C3 competing-risk,absolute_risk,0.744805770885036,0.0,0.1756358620848974,0.7403853968253968,1.0011395994077403,0.0
C3,S4_nonPH_inst30,cs_cox_dgm_cif,C3 competing-risk,absolute_risk,0.6899636769700842,0.049902436523998,0.1949843026501385,0.6667624973544973,0.87769525787081,0.0
C3,S4_nonPH_inst30,cs_penalised_cox_all_safe_cif,C3 competing-risk,absolute_risk,0.681783243943903,0.062270829608458,0.197448905463133,0.6554334391534392,0.8166027403470857,0.0
C3,S4_nonPH_inst30,nonparametric_aj_null,C3 competing-risk,absolute_risk,0.5,0.129110141564906,0.2100000359183673,0.5,,0.0
C3,S4_nonPH_inst30,oracle_true_risk_not_a_model,C3 competing-risk,absolute_risk,0.6956900174098606,0.0,0.1945514940581884,0.6717199365079367,0.7787080097042895,0.0
C3,S5_MAR_missingness_inst30,cs_cox_dgm_cif,C3 competing-risk,absolute_risk,0.6896704471627737,0.0401539451555644,0.1929702379241888,0.6770235767195768,0.9098022422559618,0.0
C3,S5_MAR_missingness_inst30,cs_penalised_cox_all_safe_cif,C3 competing-risk,absolute_risk,0.6828762418186634,0.0541639860292584,0.1949174262167185,0.6688121481481482,0.8398799606237287,0.0
C3,S5_MAR_missingness_inst30,nonparametric_aj_null,C3 competing-risk,absolute_risk,0.5,0.1158698474425558,0.2100000457142856,0.5,,0.0
C3,S5_MAR_missingness_inst30,oracle_true_risk_not_a_model,C3 competing-risk,absolute_risk,0.699670337648507,0.0,0.1896886347029781,0.6907799576719575,1.0014171919032346,0.0
C3,S6_highdim_sparseMRI_inst30,cs_cox_dgm_cif,C3 competing-risk,absolute_risk,0.7087519533291068,0.0470627560880783,0.1836282577924384,0.7156676402116402,0.9293684645318524,0.0
C3,S6_highdim_sparseMRI_inst30,cs_penalised_cox_all_safe_cif,C3 competing-risk,absolute_risk,0.709706888985762,0.0455810752570115,0.1833940329772188,0.7175122962962962,0.8792616129461156,0.0
C3,S6_highdim_sparseMRI_inst30,nonparametric_aj_null,C3 competing-risk,absolute_risk,0.5,0.1428726130263193,0.2100000408163265,0.5,,0.0
C3,S6_highdim_sparseMRI_inst30,oracle_true_risk_not_a_model,C3 competing-risk,absolute_risk,0.7188256441471452,0.0,0.1796391462620448,0.7298267936507937,0.9791114928160644,0.0
C3,S7_strong_death_competing_inst30,cs_cox_dgm_cif,C3 competing-risk,absolute_risk,0.6925469155600072,0.0366541501650825,0.194018015194245,0.6711166137566138,0.9334317994708168,0.0
C3,S7_strong_death_competing_inst30,cs_penalised_cox_all_safe_cif,C3 competing-risk,absolute_risk,0.6856061416599745,0.0516927009411903,0.1959446416016896,0.6622804656084655,0.8598136827109668,0.0
C3,S7_strong_death_competing_inst30,nonparametric_aj_null,C3 competing-risk,absolute_risk,0.5,0.1088048142272509,0.2100000342857142,0.5,,0.0
C3,S7_strong_death_competing_inst30,oracle_true_risk_not_a_model,C3 competing-risk,absolute_risk,0.7002662071046466,0.0,0.1912716653416502,0.6831334179894181,1.020005109111316,0.0
C4,S0_linear_PH_inst30,cs_gbsa_all_safe_cif,Gradient Boosting Survival,absolute_risk,0.6736600343714116,0.08031232312980655,0.19883455348325024,0.6596259259259258,1.96398650859957,0.0
C4,S0_linear_PH_inst30,cs_gbsa_dgm_cif,Gradient Boosting Survival,absolute_risk,0.6838331226841194,0.08216144184777971,0.1991081601075278,0.6721301587301587,2.3432068487613025,0.0
C4,S0_linear_PH_inst30,cs_rsf_all_safe_cif,Random Survival Forest,absolute_risk,0.6825520187159293,0.0641590380452535,0.1948526059822983,0.6688560846560847,1.0194583892946296,0.0
C4,S0_linear_PH_inst30,cs_rsf_dgm_cif,Random Survival Forest,absolute_risk,0.7004520047165201,0.0503350428776384,0.1924225693804968,0.6841322751322751,1.1113242094217308,0.0
C4,S0_linear_PH_inst30,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S0_linear_PH_inst30,deephit_competing_risk_dgm_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S0_linear_PH_inst30,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S0_linear_PH_inst30,deepsurv_dgm_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S0_linear_PH_inst30,finegray_all_safe_reduced_R,Fine-Gray,absolute_risk,0.6805229345417876,0.05435442958452645,0.19169178323574093,0.6837375661375662,0.962214903111249,0.0
C4,S0_linear_PH_inst30,finegray_dgm_cif_R,Fine-Gray,absolute_risk,0.7029131859129489,0.0412802050542422,0.18887129311745016,0.6969544973544973,0.9685054882628537,0.0
C4,S1_linear_PH_inst15,cs_gbsa_all_safe_cif,Gradient Boosting Survival,absolute_risk,0.6550159198253962,0.05688210903950655,0.12568160042876741,0.6172069716775599,2.0331933863198786,0.0
C4,S1_linear_PH_inst15,cs_gbsa_dgm_cif,Gradient Boosting Survival,absolute_risk,0.6612125880247041,0.0565489449018057,0.12544729860285994,0.6242701525054466,2.885861506255819,0.0
C4,S1_linear_PH_inst15,cs_rsf_all_safe_cif,Random Survival Forest,absolute_risk,0.67137635526206,0.04377867968689905,0.12364045224310695,0.6523834422657951,0.8148986813096872,0.0
C4,S1_linear_PH_inst15,cs_rsf_dgm_cif,Random Survival Forest,absolute_risk,0.6903609505168514,0.03450560800767605,0.12199773041113895,0.6669647058823529,0.9584695179849413,0.0
C4,S1_linear_PH_inst15,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S1_linear_PH_inst15,deephit_competing_risk_dgm_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S1_linear_PH_inst15,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S1_linear_PH_inst15,deepsurv_dgm_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S1_linear_PH_inst15,finegray_all_safe_reduced_R,Fine-Gray,absolute_risk,0.670884737826094,0.032113388030076004,0.1229213443607948,0.664094117647059,0.8336145585666033,0.0
C4,S1_linear_PH_inst15,finegray_dgm_cif_R,Fine-Gray,absolute_risk,0.6866638094380793,0.02803470915714945,0.12364568680819925,0.6682823529411764,0.7647338558342003,0.0
C4,S2_linear_PH_inst45,cs_gbsa_all_safe_cif,Gradient Boosting Survival,absolute_risk,0.6711199338613972,0.0836924423848308,0.22838482705889462,0.677263748597082,1.7430940998632205,0.0
C4,S2_linear_PH_inst45,cs_gbsa_dgm_cif,Gradient Boosting Survival,absolute_risk,0.6692727702700025,0.08512922276424895,0.2290350703640841,0.6746473625140292,1.7652084905952734,0.0
C4,S2_linear_PH_inst45,cs_rsf_all_safe_cif,Random Survival Forest,absolute_risk,0.6648821482969232,0.0782425234223311,0.2281567403292249,0.6677827160493828,0.9663269921820485,0.0
C4,S2_linear_PH_inst45,cs_rsf_dgm_cif,Random Survival Forest,absolute_risk,0.6768045984360196,0.06270866284731055,0.2242700661425173,0.679892255892256,1.045329557848872,0.0
C4,S2_linear_PH_inst45,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S2_linear_PH_inst45,deephit_competing_risk_dgm_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S2_linear_PH_inst45,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S2_linear_PH_inst45,deepsurv_dgm_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S2_linear_PH_inst45,finegray_all_safe_reduced_R,Fine-Gray,absolute_risk,0.6577489280985103,0.0601312169598757,0.22607365314025266,0.672263973063973,0.851008084495289,0.0
C4,S2_linear_PH_inst45,finegray_dgm_cif_R,Fine-Gray,absolute_risk,0.6736135801063561,0.05360501401838755,0.22406275724877878,0.6841418630751964,0.7945471131485111,0.0
C4,S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,Gradient Boosting Survival,absolute_risk,0.7117193256968561,0.1010002111628158,0.18962898312981374,0.7019666666666666,2.0042504353455377,0.0
C4,S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,Gradient Boosting Survival,absolute_risk,0.7094964506976593,0.101801112049577,0.1893455532742965,0.7002798941798942,2.009531370009987,0.0
C4,S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,Random Survival Forest,absolute_risk,0.7120369933641475,0.08100421998902199,0.18503863630029843,0.710621164021164,1.0238821998561924,0.0
C4,S3_nonlinear_interaction_inst30,cs_rsf_dgm_cif,Random Survival Forest,absolute_risk,0.7296727285715414,0.06343625911959169,0.1800824616366796,0.725357671957672,1.1282987636016784,0.0
C4,S3_nonlinear_interaction_inst30,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S3_nonlinear_interaction_inst30,deephit_competing_risk_dgm_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S3_nonlinear_interaction_inst30,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S3_nonlinear_interaction_inst30,deepsurv_dgm_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S3_nonlinear_interaction_inst30,finegray_all_safe_reduced_R,Fine-Gray,absolute_risk,0.710208229199554,0.05992031179352275,0.18116937940448635,0.7150867724867724,0.8947201257248862,0.0
C4,S3_nonlinear_interaction_inst30,finegray_dgm_cif_R,Fine-Gray,absolute_risk,0.726650883107501,0.05215494445001895,0.17901616887319996,0.724699470899471,0.8757568308182369,0.0
C4,S4_nonPH_inst30,cs_gbsa_all_safe_cif,Gradient Boosting Survival,absolute_risk,0.6710673162040801,0.0946892522014017,0.2006698822199261,0.6471248677248678,1.7531494308263593,0.0
C4,S4_nonPH_inst30,cs_gbsa_dgm_cif,Gradient Boosting Survival,absolute_risk,0.6706643298971549,0.09547386161507425,0.2005425341352045,0.6475481481481482,1.787322077557842,0.0
C4,S4_nonPH_inst30,cs_rsf_all_safe_cif,Random Survival Forest,absolute_risk,0.6662895172558223,0.0751430619307569,0.20078077603823313,0.6401417989417989,0.9039811015531326,0.0
C4,S4_nonPH_inst30,cs_rsf_dgm_cif,Random Survival Forest,absolute_risk,0.6852687238195212,0.0647461052859251,0.1959256417120099,0.6633936507936509,0.9793795229666674,0.0
C4,S4_nonPH_inst30,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S4_nonPH_inst30,deephit_competing_risk_dgm_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S4_nonPH_inst30,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S4_nonPH_inst30,deepsurv_dgm_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S4_nonPH_inst30,finegray_all_safe_reduced_R,Fine-Gray,absolute_risk,0.6755838046235466,0.05831160026220785,0.19682533097374538,0.6584814814814814,0.7833081455236501,0.0
C4,S4_nonPH_inst30,finegray_dgm_cif_R,Fine-Gray,absolute_risk,0.6872474517875297,0.056781407350096,0.1955898091893074,0.6670148148148148,0.7886869777089809,0.0
C4,S5_MAR_missingness_inst30,cs_gbsa_all_safe_cif,Gradient Boosting Survival,absolute_risk,0.678637060755636,0.07913877422938186,0.1995875712835899,0.6647179894179894,2.1646339507277124,0.0
C4,S5_MAR_missingness_inst30,cs_gbsa_dgm_cif,Gradient Boosting Survival,absolute_risk,0.6787006694347631,0.08142525488389105,0.1994476017883542,0.6647328042328042,2.2877147202518837,0.0
C4,S5_MAR_missingness_inst30,cs_rsf_all_safe_cif,Random Survival Forest,absolute_risk,0.6828901569265382,0.0677701383476394,0.1961477563846164,0.668226455026455,1.0377268068078145,0.0
C4,S5_MAR_missingness_inst30,cs_rsf_dgm_cif,Random Survival Forest,absolute_risk,0.6984269324652039,0.05526864068406585,0.19285897440674893,0.6810084656084656,1.1545014880459536,0.0
C4,S5_MAR_missingness_inst30,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S5_MAR_missingness_inst30,deephit_competing_risk_dgm_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S5_MAR_missingness_inst30,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S5_MAR_missingness_inst30,deepsurv_dgm_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S5_MAR_missingness_inst30,finegray_all_safe_reduced_R,Fine-Gray,absolute_risk,0.6701178278891611,0.0523084470236191,0.19613273042196533,0.662584126984127,0.873641840094386,0.0
C4,S5_MAR_missingness_inst30,finegray_dgm_cif_R,Fine-Gray,absolute_risk,0.6931367499937919,0.04320997088876925,0.19367095633730785,0.681410582010582,0.9003620076542143,0.0
C4,S6_highdim_sparseMRI_inst30,cs_gbsa_all_safe_cif,Gradient Boosting Survival,absolute_risk,0.7008218233235155,0.0858959142872138,0.19111258076414278,0.708388888888889,1.8684066920135336,0.0
C4,S6_highdim_sparseMRI_inst30,cs_gbsa_dgm_cif,Gradient Boosting Survival,absolute_risk,0.6835994475774974,0.0982109839330606,0.1954948396248896,0.6873883597883599,2.0129452890396844,0.0
C4,S6_highdim_sparseMRI_inst30,cs_rsf_all_safe_cif,Random Survival Forest,absolute_risk,0.69925854976351,0.05289487932355395,0.18940923528225462,0.7003608465608466,0.8904206828538177,0.0
C4,S6_highdim_sparseMRI_inst30,cs_rsf_dgm_cif,Random Survival Forest,absolute_risk,0.6875759329166069,0.06421940840774346,0.19065030611425415,0.6883492063492063,0.9601155300362177,0.0
C4,S6_highdim_sparseMRI_inst30,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S6_highdim_sparseMRI_inst30,deephit_competing_risk_dgm_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S6_highdim_sparseMRI_inst30,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S6_highdim_sparseMRI_inst30,deepsurv_dgm_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S6_highdim_sparseMRI_inst30,finegray_all_safe_reduced_R,Fine-Gray,absolute_risk,0.7050810357046339,0.03436666263018165,0.18729081797736555,0.7093640211640211,0.8281264934947213,0.0
C4,S6_highdim_sparseMRI_inst30,finegray_dgm_cif_R,Fine-Gray,absolute_risk,0.6837501534489037,0.0518291815170667,0.18983713865043256,0.6917354497354498,0.799450505284739,0.0
C4,S7_strong_death_competing_inst30,cs_gbsa_all_safe_cif,Gradient Boosting Survival,absolute_risk,0.6746353674033119,0.0764654222928237,0.1990716317530348,0.6578772486772486,2.0760366639988908,0.0
C4,S7_strong_death_competing_inst30,cs_gbsa_dgm_cif,Gradient Boosting Survival,absolute_risk,0.6716448398451598,0.07798694723604295,0.19984638886140255,0.6519142857142857,2.040909866900555,0.0
C4,S7_strong_death_competing_inst30,cs_rsf_all_safe_cif,Random Survival Forest,absolute_risk,0.6744637148712188,0.0614442512948054,0.1963123723264239,0.6612433862433862,1.0165366841776622,0.0
C4,S7_strong_death_competing_inst30,cs_rsf_dgm_cif,Random Survival Forest,absolute_risk,0.6827933697109616,0.0511007651481364,0.19465398152520755,0.6671142857142858,1.110792027890189,0.0
C4,S7_strong_death_competing_inst30,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S7_strong_death_competing_inst30,deephit_competing_risk_dgm_optional,DeepHit optional,absolute_risk,,,,,,0.0
C4,S7_strong_death_competing_inst30,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S7_strong_death_competing_inst30,deepsurv_dgm_cause_specific_optional,DeepSurv optional,absolute_risk,,,,,,0.0
C4,S7_strong_death_competing_inst30,finegray_all_safe_reduced_R,Fine-Gray,absolute_risk,0.6710482155859531,0.04880843633328235,0.19332721485526716,0.6734074074074075,0.9358610761453392,0.0
C4,S7_strong_death_competing_inst30,finegray_dgm_cif_R,Fine-Gray,absolute_risk,0.6791180274693924,0.0388061207099991,0.1937189716138592,0.6726042328042328,0.8840982508988477,0.0
