scenario_id,model,decile,n_total,mean_predicted_risk5,mean_true_risk5,observed_event1_5y_rate,observed_event2_5y_rate
S0_linear_PH_inst30,cs_rsf_dgm_cif,6,300,0.33011379787138506,0.30784426006666665,0.31666666666666665,0.2766666666666666
S0_linear_PH_inst30,cs_rsf_dgm_cif,7,300,0.36987256267344415,0.3467152155333333,0.33999999999999997,0.2666666666666666
S0_linear_PH_inst30,cs_rsf_dgm_cif,8,300,0.4142271203112788,0.3989555047333333,0.3966666666666666,0.2899999999999999
S0_linear_PH_inst30,cs_rsf_dgm_cif,9,300,0.46355019737319225,0.45167110693333323,0.4333333333333333,0.34666666666666657
S0_linear_PH_inst30,cs_rsf_dgm_cif,10,300,0.5442363650055184,0.5591452902,0.5733333333333333,0.23333333333333328
S0_linear_PH_inst30,finegray_all_safe_reduced_R,1,300,0.11132854665629435,0.12219216722666659,0.0933333333333333,0.1833333333333333
S0_linear_PH_inst30,finegray_all_safe_reduced_R,2,300,0.16163440373157906,0.17216324858999993,0.1833333333333333,0.17999999999999994
S0_linear_PH_inst30,finegray_all_safe_reduced_R,3,300,0.19810054366508484,0.2079922007533333,0.16666666666666666,0.20999999999999996
S0_linear_PH_inst30,finegray_all_safe_reduced_R,4,300,0.22992052296830345,0.2500083978,0.23333333333333328,0.2766666666666666
S0_linear_PH_inst30,finegray_all_safe_reduced_R,5,300,0.2606113221322345,0.27010250454999996,0.2433333333333333,0.2833333333333333
S0_linear_PH_inst30,finegray_all_safe_reduced_R,6,300,0.29392766212318167,0.3109234653,0.34666666666666657,0.24666666666666665
S0_linear_PH_inst30,finegray_all_safe_reduced_R,7,300,0.33138814323154064,0.33949343536666665,0.32999999999999996,0.27
S0_linear_PH_inst30,finegray_all_safe_reduced_R,8,300,0.38136541644971744,0.38963227619999996,0.37,0.29
S0_linear_PH_inst30,finegray_all_safe_reduced_R,9,300,0.4530313986951014,0.44795215409999994,0.47000000000000003,0.23333333333333328
S0_linear_PH_inst30,finegray_all_safe_reduced_R,10,300,0.5961088206098295,0.5589233073666666,0.5633333333333334,0.26666666666666666
S0_linear_PH_inst30,finegray_dgm_cif_R,1,300,0.1000020282086843,0.1070154042333333,0.06666666666666665,0.13999999999999996
S0_linear_PH_inst30,finegray_dgm_cif_R,2,300,0.15131797059903024,0.1639029162533333,0.1866666666666666,0.14
S0_linear_PH_inst30,finegray_dgm_cif_R,3,300,0.18844577643263072,0.19890830163333328,0.17333333333333328,0.17333333333333328
S0_linear_PH_inst30,finegray_dgm_cif_R,4,300,0.22292643097655118,0.24098159136666664,0.22999999999999998,0.21666666666666662
S0_linear_PH_inst30,finegray_dgm_cif_R,5,300,0.25978195742283383,0.2762605197333333,0.24,0.30333333333333334
S0_linear_PH_inst30,finegray_dgm_cif_R,6,300,0.29842229486764293,0.3124102368,0.30333333333333334,0.25666666666666665
S0_linear_PH_inst30,finegray_dgm_cif_R,7,300,0.3406492981284411,0.3473852075333333,0.3833333333333333,0.26999999999999996
S0_linear_PH_inst30,finegray_dgm_cif_R,8,300,0.39689755585349495,0.3998382288333333,0.3666666666666667,0.31999999999999995
S0_linear_PH_inst30,finegray_dgm_cif_R,9,300,0.4694921671350461,0.46159855596666666,0.43666666666666665,0.3533333333333333
S0_linear_PH_inst30,finegray_dgm_cif_R,10,300,0.614132552824,0.5610821949,0.6133333333333333,0.2666666666666666
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,1,300,0.12384145286295284,0.10700463290000001,0.0866666666666666,0.49
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,2,301,0.13189254926185215,0.09806615149114785,0.09640176600441494,0.27591611479028694
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,3,302,0.13472526620772057,0.0911872305874676,0.09917971662938105,0.23139009518796327
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,4,299,0.1376491314303993,0.0932364213943116,0.1339285714285714,0.17680361618331542
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,5,298,0.14170654767400145,0.1262358927449549,0.14792792792792792,0.2716216216216216
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,6,300,0.1476011241592961,0.1401019657966666,0.1233333333333333,0.3133333333333333
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,7,300,0.1533973050808651,0.14655564958,0.14666666666666667,0.24999999999999994
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,8,300,0.16031732277751676,0.17538722959666664,0.15999999999999995,0.3
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,9,300,0.17353632361730464,0.21721874596000001,0.23666666666666666,0.28
S1_linear_PH_inst15,cs_gbsa_all_safe_cif,10,300,0.20609366756146041,0.27535576355,0.27,0.28
S1_linear_PH_inst15,cs_gbsa_dgm_cif,1,303,0.1246179687984351,0.09535681713676364,0.10550278842802369,0.3826681770651795
S1_linear_PH_inst15,cs_gbsa_dgm_cif,2,305,0.1305630194756168,0.08270147418701596,0.0659094820168645,0.22642402340388915
S1_linear_PH_inst15,cs_gbsa_dgm_cif,3,299,0.1328708038065048,0.0833072437875874,0.0909090909090909,0.2112470862470862
S1_linear_PH_inst15,cs_gbsa_dgm_cif,4,293,0.13706411250217537,0.0977406972482284,0.09529137529137525,0.2067599067599067
S1_linear_PH_inst15,cs_gbsa_dgm_cif,5,300,0.14406726428877092,0.1401797762533333,0.15666666666666662,0.31999999999999995
S1_linear_PH_inst15,cs_gbsa_dgm_cif,6,300,0.15148992216249454,0.1476829588566666,0.16999999999999996,0.33666666666666667
S1_linear_PH_inst15,cs_gbsa_dgm_cif,7,300,0.15637285100249843,0.1524461603233333,0.17999999999999994,0.29000000000000004
S1_linear_PH_inst15,cs_gbsa_dgm_cif,8,308,0.16220954016478517,0.1782665335255274,0.14012658227848102,0.27590717299578055
S1_linear_PH_inst15,cs_gbsa_dgm_cif,9,292,0.1725637471096957,0.22153959640915488,0.23877934272300466,0.30920187793427223
S1_linear_PH_inst15,cs_gbsa_dgm_cif,10,300,0.19855905309398514,0.2728792318166666,0.25999999999999995,0.31
S1_linear_PH_inst15,cs_rsf_all_safe_cif,1,300,0.0520035450459681,0.0626697709733333,0.0533333333333333,0.20999999999999996
S1_linear_PH_inst15,cs_rsf_all_safe_cif,2,300,0.07919241488732365,0.0822177249533333,0.09,0.2633333333333333
S1_linear_PH_inst15,cs_rsf_all_safe_cif,3,300,0.09933015980971954,0.09511965682999995,0.12666666666666665,0.29000000000000004
S1_linear_PH_inst15,cs_rsf_all_safe_cif,4,300,0.1191499268305985,0.1091421249233333,0.08999999999999994,0.29666666666666663
S1_linear_PH_inst15,cs_rsf_all_safe_cif,5,300,0.13649852716228783,0.1225604373333333,0.0933333333333333,0.29999999999999993
S1_linear_PH_inst15,cs_rsf_all_safe_cif,6,300,0.15696542034468694,0.14192085519666664,0.14999999999999997,0.30999999999999994
S1_linear_PH_inst15,cs_rsf_all_safe_cif,7,300,0.18121814980571224,0.1557574396766666,0.16999999999999996,0.2866666666666666
S1_linear_PH_inst15,cs_rsf_all_safe_cif,8,300,0.21144241415235498,0.1823170328,0.18,0.29
S1_linear_PH_inst15,cs_rsf_all_safe_cif,9,300,0.2545049245818623,0.22680962003,0.27,0.31666666666666665
S1_linear_PH_inst15,cs_rsf_all_safe_cif,10,300,0.35466716680078275,0.2915167477,0.27666666666666667,0.30666666666666664
S1_linear_PH_inst15,cs_rsf_dgm_cif,1,300,0.0480450029981942,0.05510705083999995,0.0366666666666666,0.10666666666666666
S1_linear_PH_inst15,cs_rsf_dgm_cif,2,300,0.07446050356930839,0.07351535401,0.09666666666666665,0.1933333333333333
S1_linear_PH_inst15,cs_rsf_dgm_cif,3,300,0.09478062443635474,0.0867560044933333,0.0933333333333333,0.2633333333333333
S1_linear_PH_inst15,cs_rsf_dgm_cif,4,300,0.11313234270184369,0.10697637684999994,0.1,0.26999999999999996
S1_linear_PH_inst15,cs_rsf_dgm_cif,5,300,0.13336434673170525,0.1229920272133333,0.1233333333333333,0.3033333333333333
S1_linear_PH_inst15,cs_rsf_dgm_cif,6,300,0.15515942911464137,0.14219392212999993,0.12333333333333331,0.33333333333333326
S1_linear_PH_inst15,cs_rsf_dgm_cif,7,300,0.17963926285087412,0.16466131911333332,0.17333333333333328,0.3566666666666667
S1_linear_PH_inst15,cs_rsf_dgm_cif,8,300,0.2073131390652591,0.19038847446666665,0.18999999999999995,0.32666666666666666
S1_linear_PH_inst15,cs_rsf_dgm_cif,9,300,0.2459376332631496,0.22398888286666663,0.27,0.35666666666666663
S1_linear_PH_inst15,cs_rsf_dgm_cif,10,300,0.3255336927121947,0.30345199843333326,0.29333333333333333,0.36
S1_linear_PH_inst15,finegray_all_safe_reduced_R,1,300,0.0442814758233018,0.0490550856533333,0.05666666666666665,0.20999999999999996
S1_linear_PH_inst15,finegray_all_safe_reduced_R,2,300,0.06838894600726719,0.07388867113999995,0.0733333333333333,0.23999999999999996
S1_linear_PH_inst15,finegray_all_safe_reduced_R,3,300,0.0855690746412825,0.0899701247933333,0.09999999999999995,0.2433333333333333
S1_linear_PH_inst15,finegray_all_safe_reduced_R,4,300,0.102570015146652,0.10744742392666659,0.0933333333333333,0.2699999999999999
S1_linear_PH_inst15,finegray_all_safe_reduced_R,5,300,0.11943089284640784,0.1245206259533333,0.1266666666666666,0.32999999999999996
S1_linear_PH_inst15,finegray_all_safe_reduced_R,6,300,0.13885584807136592,0.1418543372133333,0.12999999999999995,0.2866666666666667
S1_linear_PH_inst15,finegray_all_safe_reduced_R,7,300,0.16102022557666779,0.1674915806533333,0.1766666666666666,0.29333333333333333
S1_linear_PH_inst15,finegray_all_safe_reduced_R,8,300,0.18785178609424805,0.18691494333666664,0.18999999999999995,0.33333333333333326
S1_linear_PH_inst15,finegray_all_safe_reduced_R,9,300,0.2298426374942163,0.22385684617999996,0.24,0.31
S1_linear_PH_inst15,finegray_all_safe_reduced_R,10,300,0.33958838406318836,0.3050317715666667,0.31333333333333335,0.35333333333333333
S1_linear_PH_inst15,finegray_dgm_cif_R,1,300,0.041384365517993696,0.0448518931833333,0.0433333333333333,0.15666666666666662
S1_linear_PH_inst15,finegray_dgm_cif_R,2,300,0.06412745499907305,0.06898140924999996,0.06999999999999995,0.18666666666666665
S1_linear_PH_inst15,finegray_dgm_cif_R,3,300,0.08146604970244345,0.08680846107999995,0.09999999999999995,0.24000000000000002
S1_linear_PH_inst15,finegray_dgm_cif_R,4,300,0.09876556258310559,0.10699357197666665,0.1133333333333333,0.24666666666666665
S1_linear_PH_inst15,finegray_dgm_cif_R,5,300,0.11711123653852296,0.1261195918833333,0.10999999999999995,0.2866666666666666
S1_linear_PH_inst15,finegray_dgm_cif_R,6,300,0.13702464431264366,0.1430063764133333,0.14666666666666667,0.29999999999999993
S1_linear_PH_inst15,finegray_dgm_cif_R,7,300,0.1618822404668489,0.1639586352933333,0.16666666666666663,0.32333333333333325
S1_linear_PH_inst15,finegray_dgm_cif_R,8,300,0.1919815135589045,0.19437340187666663,0.19666666666666666,0.3566666666666667
S1_linear_PH_inst15,finegray_dgm_cif_R,9,300,0.2369213369915942,0.23277698144666664,0.23999999999999996,0.32999999999999996
S1_linear_PH_inst15,finegray_dgm_cif_R,10,300,0.3573882658272488,0.3021610880133333,0.3133333333333333,0.4433333333333333
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,1,300,0.3283653104343526,0.1978327004833333,0.18999999999999995,0.14666666666666667
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,2,300,0.3602057428793696,0.26941178581666664,0.26999999999999996,0.17333333333333328
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,3,300,0.3896763389885924,0.32893321828333333,0.32999999999999996,0.2033333333333333
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,4,300,0.41835602428489405,0.37596818619999994,0.4,0.2166666666666666
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,5,300,0.44518010209411435,0.41903302453333335,0.42666666666666664,0.21666666666666665
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,6,300,0.4705126535987775,0.4728251872,0.4533333333333333,0.2233333333333333
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,7,300,0.49863247638273067,0.5100542761666667,0.51,0.21333333333333332
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,8,300,0.5335044574907922,0.5671945085000001,0.5966666666666667,0.2266666666666666
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,9,300,0.5764958623187112,0.6221761726333332,0.6266666666666667,0.2133333333333333
S2_linear_PH_inst45,cs_gbsa_all_safe_cif,10,300,0.6258645823948891,0.7046688234,0.6966666666666667,0.22
S2_linear_PH_inst45,cs_gbsa_dgm_cif,1,301,0.3333811760676305,0.19153625953666664,0.21264900662251657,0.12615894039735098
S2_linear_PH_inst45,cs_gbsa_dgm_cif,2,299,0.36238558854699277,0.2812665075519015,0.2842058165548098,0.17724832214765102
S2_linear_PH_inst45,cs_gbsa_dgm_cif,3,300,0.390221650008744,0.32483906199999996,0.32,0.21000000000000002
S2_linear_PH_inst45,cs_gbsa_dgm_cif,4,300,0.41831834275740465,0.3801944252,0.37,0.22666666666666663
S2_linear_PH_inst45,cs_gbsa_dgm_cif,5,300,0.44368045192037087,0.4152752539,0.41,0.2233333333333333
S2_linear_PH_inst45,cs_gbsa_dgm_cif,6,301,0.47175395576398205,0.47086313522737305,0.49843267108167766,0.20924944812362029
S2_linear_PH_inst45,cs_gbsa_dgm_cif,7,300,0.5022321921692406,0.5154424506999999,0.5033333333333334,0.21666666666666665
S2_linear_PH_inst45,cs_gbsa_dgm_cif,8,300,0.5354564138412321,0.5626383152000001,0.5666666666666667,0.20666666666666667
S2_linear_PH_inst45,cs_gbsa_dgm_cif,9,299,0.5724552899050392,0.627937669975839,0.648814317673378,0.22071588366890377
S2_linear_PH_inst45,cs_gbsa_dgm_cif,10,300,0.6200225732357518,0.6988233171666667,0.6866666666666668,0.23666666666666658
S2_linear_PH_inst45,cs_rsf_all_safe_cif,1,300,0.22542464156444264,0.20070635589999997,0.1966666666666666,0.1833333333333333
S2_linear_PH_inst45,cs_rsf_all_safe_cif,2,300,0.314922989153241,0.27637055459999993,0.3,0.17333333333333328
S2_linear_PH_inst45,cs_rsf_all_safe_cif,3,300,0.3751478560200619,0.33592720431666667,0.3333333333333333,0.20999999999999996
S2_linear_PH_inst45,cs_rsf_all_safe_cif,4,300,0.4266147783835575,0.3812437902,0.3566666666666666,0.21999999999999997
S2_linear_PH_inst45,cs_rsf_all_safe_cif,5,300,0.47199087471315315,0.4238298792666666,0.4533333333333333,0.21999999999999997
S2_linear_PH_inst45,cs_rsf_all_safe_cif,6,300,0.5171284466450192,0.47005112986666664,0.48333333333333334,0.21999999999999995
S2_linear_PH_inst45,cs_rsf_all_safe_cif,7,300,0.5609787770649681,0.5066198237333333,0.5333333333333334,0.17333333333333328
S2_linear_PH_inst45,cs_rsf_all_safe_cif,8,300,0.6071735032708545,0.5732636424666667,0.5466666666666666,0.2533333333333333
S2_linear_PH_inst45,cs_rsf_all_safe_cif,9,300,0.6572671074999197,0.6097724607333334,0.6066666666666667,0.2233333333333333
S2_linear_PH_inst45,cs_rsf_all_safe_cif,10,300,0.7292444813727517,0.6903130421333333,0.69,0.17666666666666664
S2_linear_PH_inst45,cs_rsf_dgm_cif,1,300,0.21245707283043053,0.18413170863333328,0.1933333333333333,0.1433333333333333
S2_linear_PH_inst45,cs_rsf_dgm_cif,2,300,0.3045658187322142,0.2713062605,0.28,0.1433333333333333
S2_linear_PH_inst45,cs_rsf_dgm_cif,3,300,0.35972183904551935,0.32850478981666664,0.33999999999999997,0.1966666666666666
S2_linear_PH_inst45,cs_rsf_dgm_cif,4,300,0.4100417759607815,0.37106531689999994,0.3633333333333333,0.20999999999999996
S2_linear_PH_inst45,cs_rsf_dgm_cif,5,300,0.45721647830113166,0.4215520540666666,0.43,0.21999999999999997
S2_linear_PH_inst45,cs_rsf_dgm_cif,6,300,0.5024099032276337,0.4700245817333333,0.44666666666666666,0.2633333333333333
S2_linear_PH_inst45,cs_rsf_dgm_cif,7,300,0.5514699290920562,0.5224275097666667,0.5233333333333333,0.23
S2_linear_PH_inst45,cs_rsf_dgm_cif,8,300,0.5949716324035679,0.5717937529666667,0.5966666666666667,0.23333333333333328
S2_linear_PH_inst45,cs_rsf_dgm_cif,9,300,0.6434695271590232,0.6229299976666667,0.6266666666666667,0.21666666666666665
S2_linear_PH_inst45,cs_rsf_dgm_cif,10,300,0.7106891555525316,0.7043619111666667,0.7,0.19666666666666666
S2_linear_PH_inst45,finegray_all_safe_reduced_R,1,300,0.18687370933659025,0.18791421224999993,0.2233333333333333,0.16
S2_linear_PH_inst45,finegray_all_safe_reduced_R,2,300,0.26946437913393295,0.2740722215,0.2733333333333333,0.1933333333333333
S2_linear_PH_inst45,finegray_all_safe_reduced_R,3,300,0.32071902579402534,0.32910084079999996,0.33666666666666656,0.1666666666666666
S2_linear_PH_inst45,finegray_all_safe_reduced_R,4,300,0.36663624771871706,0.37451435683333334,0.35999999999999993,0.25999999999999995
S2_linear_PH_inst45,finegray_all_safe_reduced_R,5,300,0.40756985615251207,0.42262411946666667,0.43666666666666665,0.20999999999999996
S2_linear_PH_inst45,finegray_all_safe_reduced_R,6,300,0.45242762523110663,0.46207965083333324,0.4633333333333334,0.21666666666666665
S2_linear_PH_inst45,finegray_all_safe_reduced_R,7,300,0.5000487289406348,0.5160540420666666,0.4933333333333333,0.21999999999999995
S2_linear_PH_inst45,finegray_all_safe_reduced_R,8,300,0.5588834012136192,0.5636034862666667,0.61,0.16999999999999996
S2_linear_PH_inst45,finegray_all_safe_reduced_R,9,300,0.6308246630849303,0.6257352138,0.62,0.21666666666666665
S2_linear_PH_inst45,finegray_all_safe_reduced_R,10,300,0.7642882297402217,0.7123997394,0.6833333333333333,0.24
S2_linear_PH_inst45,finegray_dgm_cif_R,1,300,0.1679303138171595,0.17353440638333328,0.18666666666666665,0.14
S2_linear_PH_inst45,finegray_dgm_cif_R,2,300,0.2513506829537409,0.2668202911333333,0.26999999999999996,0.15333333333333332
S2_linear_PH_inst45,finegray_dgm_cif_R,3,300,0.3033028833066026,0.32391494789999997,0.3133333333333333,0.18666666666666665
S2_linear_PH_inst45,finegray_dgm_cif_R,4,300,0.35088312071170635,0.37187231953333333,0.4,0.22666666666666666
S2_linear_PH_inst45,finegray_dgm_cif_R,5,300,0.39843571312852044,0.4267344819333333,0.43666666666666665,0.20999999999999996
S2_linear_PH_inst45,finegray_dgm_cif_R,6,300,0.4534529547432419,0.46780630156666664,0.42999999999999994,0.25
S2_linear_PH_inst45,finegray_dgm_cif_R,7,300,0.5114348137598167,0.5240597973000001,0.5333333333333333,0.20666666666666667
S2_linear_PH_inst45,finegray_dgm_cif_R,8,300,0.5744079692126163,0.5796361549666667,0.5766666666666667,0.20666666666666667
S2_linear_PH_inst45,finegray_dgm_cif_R,9,300,0.6548534952781797,0.6266860264666667,0.63,0.24666666666666665
S2_linear_PH_inst45,finegray_dgm_cif_R,10,300,0.7906167236699609,0.7070331560333334,0.7233333333333334,0.22666666666666663
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,1,303,0.22435510418240964,0.1347595454920261,0.15156862745098035,0.30052287581699344
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,2,309,0.2355031782298005,0.1207324712112289,0.1296630061195406,0.1318006538687232
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,3,288,0.2442268357384384,0.1658138555259765,0.15344502921153008,0.2220076287962918
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,4,300,0.2619206944104504,0.21883566883666666,0.2333333333333333,0.2633333333333333
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,5,300,0.28421152069665084,0.24120675521666665,0.2766666666666666,0.2633333333333333
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,6,301,0.301408431173617,0.2741261869377484,0.2424503311258278,0.249205298013245
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,7,300,0.32296311791505417,0.3234149652333333,0.25666666666666665,0.27
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,8,299,0.3511151070143491,0.39457553537091716,0.4113422818791946,0.24413870246085007
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,9,300,0.4047244809256888,0.47783603943333336,0.45999999999999996,0.2366666666666666
S3_nonlinear_interaction_inst30,cs_gbsa_all_safe_cif,10,300,0.5121956716183832,0.6513088396,0.6866666666666666,0.1866666666666666
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,1,300,0.22346356741040668,0.1251406736466666,0.1333333333333333,0.2833333333333333
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,2,301,0.23586443121290235,0.13108282454233988,0.1262251655629139,0.1992273730684326
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,3,299,0.24731910317780786,0.16052813992243847,0.1738255033557047,0.1873601789709172
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,4,300,0.2632123037681784,0.22621178184666665,0.2666666666666666,0.21333333333333332
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,5,301,0.2859978585454811,0.27270677833675494,0.27245033112582784,0.3090066225165563
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,6,302,0.302605511243363,0.26978740636914944,0.24224678685791984,0.24215905601614246
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,7,297,0.3158650224853865,0.3118174666036734,0.2660544217687075,0.2593877551020408
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,8,301,0.34299052996346024,0.3671603459682119,0.3554746136865342,0.24907284768211918
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,9,300,0.4090906876419394,0.49059447443333337,0.4866666666666666,0.2233333333333333
S3_nonlinear_interaction_inst30,cs_gbsa_dgm_cif,10,299,0.517861358732697,0.6465578028930647,0.6788590604026845,0.20064876957494399
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,1,300,0.1132014306629251,0.1035762398333333,0.1033333333333333,0.16666666666666663
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,2,300,0.1621094569245184,0.1406238340733333,0.1633333333333333,0.24666666666666665
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,3,300,0.20299084177105214,0.1696200116133333,0.1833333333333333,0.21666666666666665
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,4,300,0.2433607858425476,0.20927850741666665,0.18999999999999995,0.2433333333333333
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,5,300,0.28668881450161177,0.2440874359666666,0.2433333333333333,0.2633333333333333
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,6,300,0.32905751762506874,0.2758773823333333,0.2566666666666666,0.26
S3_nonlinear_interaction_inst30,cs_rsf_all_safe_cif,7,300,0.3808714000107983,0.33112328014666664,0.3133333333333333,0.2633333333333333
