scenario_id,replicate_id,model,decile,n,mean_predicted_risk5,mean_true_risk5,observed_event1_5y_rate,observed_event2_5y_rate
S0_linear_PH_inst30,1,finegray_all_safe_reduced_R,7,150,0.3330310271628721,0.3359210348,0.32666666666666666,0.28
S0_linear_PH_inst30,1,finegray_all_safe_reduced_R,8,150,0.38286563252165073,0.38443718326666665,0.36,0.29333333333333333
S0_linear_PH_inst30,1,finegray_all_safe_reduced_R,9,150,0.45396862403488264,0.4309083766,0.4,0.25333333333333335
S0_linear_PH_inst30,1,finegray_all_safe_reduced_R,10,150,0.6017679930736507,0.5429532626666667,0.56,0.3
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,1,150,0.10925956175815249,0.11643382558666665,0.11333333333333333,0.12666666666666668
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,2,150,0.17401010712518855,0.16153577250666667,0.14666666666666667,0.13333333333333333
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,3,150,0.21896105855678183,0.20506668768666667,0.20666666666666667,0.26666666666666666
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,4,150,0.25601489840723174,0.23226454766666668,0.22666666666666666,0.28
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,5,150,0.2914253671445558,0.27747932966666666,0.2866666666666667,0.24666666666666667
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,6,150,0.3287502088422139,0.2991018816666667,0.3333333333333333,0.26666666666666666
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,7,150,0.3707767076434928,0.34506468746666663,0.3333333333333333,0.24666666666666667
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,8,150,0.41675198651166573,0.3949393974,0.4066666666666667,0.24666666666666667
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,9,150,0.47165372231913133,0.44228030139999996,0.42,0.36666666666666664
S0_linear_PH_inst30,1,cs_rsf_dgm_cif,10,150,0.5552070488536527,0.5375592858666667,0.5266666666666666,0.25333333333333335
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,1,150,0.1286972231774628,0.12413862070000001,0.10666666666666667,0.16
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,2,150,0.18630855450686906,0.1744704205,0.18,0.24666666666666667
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,3,150,0.22409732162745225,0.20248274134,0.22666666666666666,0.20666666666666667
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,4,150,0.26164825926210034,0.24585838550666664,0.32666666666666666,0.25333333333333335
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,5,150,0.2990003392683768,0.2726674122,0.24,0.22666666666666666
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,6,150,0.3386699960977261,0.30659968299999996,0.29333333333333333,0.22666666666666666
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,7,150,0.38159816321836054,0.34154156546666664,0.3,0.31333333333333335
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,8,150,0.42594078693135284,0.3821668454666666,0.36666666666666664,0.29333333333333333
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,9,150,0.4825220435326229,0.4310467236666667,0.44,0.25333333333333335
S0_linear_PH_inst30,1,cs_rsf_all_safe_cif,10,150,0.5780454334450996,0.5307533190666667,0.52,0.25333333333333335
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,1,151,0.22585104469785972,0.13666187380794703,0.10596026490066225,0.2119205298013245
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,2,150,0.23431567090773026,0.16490883023333333,0.2,0.17333333333333334
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,3,149,0.25631642687793965,0.21951199091275167,0.21476510067114093,0.20134228187919462
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,4,150,0.27611872429531703,0.23536030167333333,0.24,0.30666666666666664
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,5,150,0.2909413391968043,0.2703562205333333,0.22666666666666666,0.24
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,6,150,0.30858135838446044,0.3127494952666666,0.35333333333333333,0.26
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,7,150,0.3257023591454551,0.3375756047333333,0.36,0.3
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,8,150,0.3502997233574933,0.3908616095333333,0.38,0.23333333333333334
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,9,150,0.37765364598632795,0.42707703766666666,0.4,0.24666666666666667
S0_linear_PH_inst30,1,cs_gbsa_dgm_cif,10,150,0.42739064029180923,0.5172150866666666,0.52,0.26
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,1,152,0.225876050847597,0.1439512897894737,0.09868421052631579,0.28289473684210525
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,2,148,0.23381632843590597,0.16880963047972974,0.20945945945945946,0.10135135135135136
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,3,150,0.2530283373719889,0.21425427661333335,0.24666666666666667,0.25333333333333335
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,4,150,0.2726603432149817,0.23281530103999998,0.23333333333333334,0.23333333333333334
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,5,150,0.2897999543069074,0.27402244319999997,0.30666666666666664,0.24666666666666667
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,6,150,0.30876800389743553,0.30113626520000003,0.32,0.26666666666666666
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,7,150,0.3242301051405922,0.3444711602666667,0.30666666666666664,0.2866666666666667
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,8,150,0.34777855781262923,0.38407797073333333,0.36,0.22
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,9,150,0.38245884260799806,0.4207999678,0.38666666666666666,0.29333333333333333
S0_linear_PH_inst30,1,cs_gbsa_all_safe_cif,10,150,0.4463024162001894,0.5277188563333333,0.5333333333333333,0.24666666666666667
S0_linear_PH_inst30,2,finegray_dgm_cif_R,1,150,0.10264572322146309,0.10899490434666667,0.08,0.12666666666666668
S0_linear_PH_inst30,2,finegray_dgm_cif_R,2,150,0.152786770941253,0.16550636864666668,0.16666666666666666,0.14
S0_linear_PH_inst30,2,finegray_dgm_cif_R,3,150,0.1901476631991947,0.20292468646666667,0.19333333333333333,0.15333333333333332
S0_linear_PH_inst30,2,finegray_dgm_cif_R,4,150,0.22263453218018167,0.24272414433333334,0.16,0.22666666666666666
S0_linear_PH_inst30,2,finegray_dgm_cif_R,5,150,0.26004563493698724,0.282154678,0.24,0.3333333333333333
S0_linear_PH_inst30,2,finegray_dgm_cif_R,6,150,0.29714548107945604,0.316740022,0.2866666666666667,0.29333333333333333
S0_linear_PH_inst30,2,finegray_dgm_cif_R,7,150,0.34162625501716803,0.3569029178,0.38,0.26666666666666666
S0_linear_PH_inst30,2,finegray_dgm_cif_R,8,150,0.40085385709957566,0.40552414193333336,0.3933333333333333,0.3466666666666667
S0_linear_PH_inst30,2,finegray_dgm_cif_R,9,150,0.47944183070541657,0.47441184393333335,0.4666666666666667,0.32
S0_linear_PH_inst30,2,finegray_dgm_cif_R,10,150,0.6202722058323283,0.5711568901333334,0.6333333333333333,0.24
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,1,150,0.11948473720738534,0.12536635306666669,0.1,0.18666666666666668
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,2,150,0.16747451824306112,0.17154031929333333,0.18,0.15333333333333332
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,3,150,0.20276613394697535,0.21754722173333335,0.16,0.19333333333333333
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,4,150,0.2338188429745136,0.2526032460666667,0.22,0.29333333333333333
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,5,150,0.2619494097030696,0.2713979239,0.21333333333333335,0.31333333333333335
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,6,150,0.2939735422535942,0.3108030448,0.30666666666666664,0.31333333333333335
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,7,150,0.32974525930020926,0.34306583593333334,0.3333333333333333,0.26
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,8,150,0.37986520037778426,0.39482736913333333,0.38,0.2866666666666667
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,9,150,0.4520941733553202,0.46499593159999997,0.54,0.21333333333333335
S0_linear_PH_inst30,2,finegray_all_safe_reduced_R,10,150,0.5904496481460084,0.5748933520666667,0.5666666666666667,0.23333333333333334
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,1,150,0.1264738180787765,0.11704268880666667,0.14,0.08666666666666667
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,2,150,0.18385386647637822,0.168510556,0.15333333333333332,0.15333333333333332
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,3,150,0.22091589162803105,0.20975936402666667,0.12,0.20666666666666667
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,4,150,0.2584333537339453,0.24159896089333335,0.19333333333333333,0.2733333333333333
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,5,150,0.29603322686880046,0.2804118267333333,0.29333333333333333,0.28
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,6,150,0.3314773869005563,0.3165866384666666,0.3,0.2866666666666667
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,7,150,0.3689684177033955,0.3483657436,0.3466666666666667,0.2866666666666667
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,8,150,0.41170225411089195,0.40297161206666665,0.38666666666666666,0.3333333333333333
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,9,150,0.45544667242725323,0.46106191246666667,0.44666666666666666,0.32666666666666666
S0_linear_PH_inst30,2,cs_rsf_dgm_cif,10,150,0.5332656811573842,0.5807312945333334,0.62,0.21333333333333335
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,1,150,0.13901539013876568,0.1294061882,0.10666666666666667,0.13333333333333333
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,2,150,0.19777850070905872,0.18732484746666667,0.2,0.16
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,3,150,0.23698348796749627,0.22341153492666668,0.16666666666666666,0.2866666666666667
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,4,150,0.2674257929316504,0.23896822836666667,0.25333333333333335,0.21333333333333335
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,5,150,0.29706184718450324,0.2781228635333333,0.23333333333333334,0.2866666666666667
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,6,150,0.33031779824939606,0.3075788735666667,0.2866666666666667,0.3333333333333333
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,7,150,0.3747620630146094,0.34691078373333334,0.2866666666666667,0.2866666666666667
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,8,150,0.42629112642444206,0.39754740346666667,0.38,0.26666666666666666
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,9,150,0.48855657190104285,0.4548455974666667,0.49333333333333335,0.24666666666666667
S0_linear_PH_inst30,2,cs_rsf_all_safe_cif,10,150,0.5826719216022292,0.5629242768666667,0.5933333333333334,0.23333333333333334
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,1,156,0.22777202518864653,0.13390570350641026,0.14102564102564102,0.10256410256410256
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,2,144,0.24122878842981446,0.18387027617361112,0.1527777777777778,0.20833333333333334
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,3,150,0.27110371321694726,0.2306928082866667,0.21333333333333335,0.28
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,4,150,0.288005257608027,0.22908460546666665,0.18666666666666668,0.22666666666666666
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,5,151,0.298633707897471,0.2743634327814569,0.23841059602649006,0.304635761589404
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,6,149,0.30916862687931723,0.3086907299328859,0.21476510067114093,0.3691275167785235
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,7,150,0.32062605187724025,0.3551393822,0.3466666666666667,0.28
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,8,150,0.33615466332889826,0.3990050629333333,0.46,0.22666666666666666
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,9,150,0.35723787569244586,0.45822006140000004,0.4866666666666667,0.22
S0_linear_PH_inst30,2,cs_gbsa_dgm_cif,10,150,0.41149234521181766,0.5562959664666667,0.56,0.23333333333333334
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,1,150,0.2322675610624148,0.13006022611333334,0.13333333333333333,0.12666666666666668
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,2,150,0.24998634904952777,0.1948609969933333,0.16,0.22
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,3,150,0.2623291104661124,0.22179400808666666,0.22,0.24666666666666667
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,4,150,0.2760266720147863,0.25785138646666667,0.23333333333333334,0.25333333333333335
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,5,150,0.2851190135728192,0.2699966173,0.23333333333333334,0.26
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,6,150,0.29988182172041866,0.3060916821,0.3,0.2866666666666667
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,7,150,0.31755628182673346,0.3403234258666667,0.2866666666666667,0.30666666666666664
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,8,150,0.3454872789888077,0.38733220926666667,0.38,0.2733333333333333
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,9,150,0.38070984308467587,0.45365159906666663,0.48,0.26666666666666666
S0_linear_PH_inst30,2,cs_gbsa_all_safe_cif,10,150,0.43652088871880174,0.5650784463333333,0.5733333333333334,0.20666666666666667
S1_linear_PH_inst15,1,finegray_dgm_cif_R,1,150,0.0444433867386397,0.04339555047333333,0.04,0.16666666666666666
S1_linear_PH_inst15,1,finegray_dgm_cif_R,2,150,0.0669886878111839,0.06642773698666667,0.05333333333333334,0.16
S1_linear_PH_inst15,1,finegray_dgm_cif_R,3,150,0.08441930826909781,0.08662444253333333,0.07333333333333333,0.28
S1_linear_PH_inst15,1,finegray_dgm_cif_R,4,150,0.10169495408451106,0.10915143774000001,0.11333333333333333,0.24
S1_linear_PH_inst15,1,finegray_dgm_cif_R,5,150,0.11899280771188735,0.12817753442666666,0.15333333333333332,0.2733333333333333
S1_linear_PH_inst15,1,finegray_dgm_cif_R,6,150,0.13777593171782174,0.14054306842666667,0.17333333333333334,0.2733333333333333
S1_linear_PH_inst15,1,finegray_dgm_cif_R,7,150,0.16096068199050037,0.16468252772,0.15333333333333332,0.35333333333333333
S1_linear_PH_inst15,1,finegray_dgm_cif_R,8,150,0.19169791504900907,0.1950024869,0.24,0.34
S1_linear_PH_inst15,1,finegray_dgm_cif_R,9,150,0.23445142050623918,0.23482111302666667,0.20666666666666667,0.32666666666666666
S1_linear_PH_inst15,1,finegray_dgm_cif_R,10,150,0.3583957923093016,0.30193589022666667,0.29333333333333333,0.4533333333333333
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,1,150,0.04856118021058599,0.04659147379333334,0.06,0.21333333333333335
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,2,150,0.07272145848033147,0.07375163559999999,0.05333333333333334,0.2733333333333333
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,3,150,0.08992730992796176,0.08735156058666667,0.09333333333333334,0.24666666666666667
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,4,150,0.10700389411097051,0.10726208822666666,0.08666666666666667,0.29333333333333333
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,5,150,0.12377555465061865,0.12410101318666666,0.16666666666666666,0.32666666666666666
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,6,150,0.14219099712590882,0.14197035646666667,0.12666666666666668,0.2866666666666667
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,7,150,0.16352120135992912,0.16758045109333333,0.14666666666666667,0.28
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,8,150,0.18806509544314276,0.18342619317333334,0.19333333333333333,0.3
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,9,150,0.22772956646797932,0.22857906633333333,0.2866666666666667,0.2866666666666667
S1_linear_PH_inst15,1,finegray_all_safe_reduced_R,10,150,0.334086181182012,0.31014795,0.2866666666666667,0.36
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,1,150,0.05721765915827198,0.057844390366666665,0.02666666666666667,0.13333333333333333
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,2,150,0.07908028150643977,0.0723485941,0.05333333333333334,0.19333333333333333
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,3,150,0.09677328827368681,0.08287649010666667,0.12,0.21333333333333335
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,4,150,0.11404498079433625,0.10466320436,0.12,0.31333333333333335
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,5,150,0.13368683394856568,0.11977183010666667,0.12,0.29333333333333333
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,6,150,0.1551849627213343,0.14048896489333332,0.10666666666666667,0.35333333333333333
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,7,150,0.18069373248319578,0.16431350397333333,0.18666666666666668,0.37333333333333335
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,8,150,0.20817164942944874,0.19631347799333335,0.22666666666666666,0.28
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,9,150,0.24547826361015018,0.22554864096,0.26,0.35333333333333333
S1_linear_PH_inst15,1,cs_rsf_dgm_cif,10,150,0.3131788007134172,0.30659269159999997,0.28,0.36
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,1,150,0.06130893325456932,0.06970006925333333,0.03333333333333333,0.22666666666666666
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,2,150,0.08513657958842424,0.08491093668666667,0.08,0.28
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,3,150,0.10163831393056891,0.09267133113333333,0.15333333333333332,0.28
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,4,150,0.11873836902978131,0.10561290618,0.06666666666666667,0.3333333333333333
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,5,150,0.134563633857746,0.11983153446,0.10666666666666667,0.29333333333333333
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,6,150,0.1541978205278864,0.13513474701333333,0.13333333333333333,0.30666666666666664
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,7,150,0.1785730216672844,0.15407714919999999,0.19333333333333333,0.25333333333333335
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,8,150,0.20921714242246056,0.18124597194,0.2,0.2866666666666667
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,9,150,0.2549030136469736,0.2331217441933333,0.3,0.28
S1_linear_PH_inst15,1,cs_rsf_all_safe_cif,10,150,0.3551914531874848,0.2944553984,0.23333333333333334,0.32666666666666666
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,1,151,0.1280530172009418,0.07742610357615895,0.0728476821192053,0.33112582781456956
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,2,156,0.13224393670377235,0.06799617503846155,0.05128205128205128,0.21794871794871795
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,3,143,0.13498947312593162,0.09128752451748251,0.1048951048951049,0.22377622377622378
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,4,150,0.14165090739795413,0.10812321328666667,0.10666666666666667,0.26666666666666666
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,5,150,0.1471950197475639,0.11999810370666668,0.14666666666666667,0.2866666666666667
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,6,150,0.15194464416668582,0.14178100522666667,0.13333333333333333,0.35333333333333333
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,7,150,0.15731744739001277,0.15601294019333334,0.20666666666666667,0.32
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,8,150,0.1631049827797121,0.19829584463333333,0.16,0.2733333333333333
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,9,150,0.17018469323088015,0.2302498431,0.2733333333333333,0.2733333333333333
S1_linear_PH_inst15,1,cs_gbsa_dgm_cif,10,150,0.18426366143163064,0.28061509863333334,0.24666666666666667,0.32
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,1,150,0.12662417733219147,0.10616113226,0.06666666666666667,0.5133333333333333
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,2,150,0.13459130386111273,0.11608101032666668,0.11333333333333333,0.32666666666666666
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,3,153,0.13724729987081294,0.08776431348366014,0.1111111111111111,0.26143790849673204
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,4,147,0.13939630336139847,0.09144910637414966,0.14285714285714285,0.14965986394557823
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,5,150,0.14249059720882853,0.12251368824666665,0.10666666666666667,0.3
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,6,150,0.14615703474414515,0.13795456736666667,0.15333333333333332,0.3
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,7,150,0.1510646977398149,0.14250188176,0.16,0.19333333333333333
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,8,150,0.15650738749759488,0.16887692088,0.11333333333333333,0.24
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,9,150,0.17072911504304392,0.22181102602,0.28,0.3
S1_linear_PH_inst15,1,cs_gbsa_all_safe_cif,10,150,0.20839758269738645,0.2757218376,0.25333333333333335,0.28
S1_linear_PH_inst15,2,finegray_dgm_cif_R,1,150,0.03832534429734773,0.046308235893333334,0.04666666666666667,0.14666666666666667
S1_linear_PH_inst15,2,finegray_dgm_cif_R,2,150,0.061266222186962246,0.07153508151333333,0.08666666666666667,0.21333333333333335
S1_linear_PH_inst15,2,finegray_dgm_cif_R,3,150,0.07851279113578911,0.08699247962666666,0.12666666666666668,0.2
S1_linear_PH_inst15,2,finegray_dgm_cif_R,4,150,0.09583617108170028,0.10483570621333332,0.11333333333333333,0.25333333333333335
S1_linear_PH_inst15,2,finegray_dgm_cif_R,5,150,0.11522966536515862,0.12406164934000001,0.06666666666666667,0.3
S1_linear_PH_inst15,2,finegray_dgm_cif_R,6,150,0.13627335690746561,0.1454696844,0.12,0.32666666666666666
S1_linear_PH_inst15,2,finegray_dgm_cif_R,7,150,0.16280379894319752,0.16323474286666667,0.18,0.29333333333333333
S1_linear_PH_inst15,2,finegray_dgm_cif_R,8,150,0.19226511206880006,0.19374431685333335,0.15333333333333332,0.37333333333333335
S1_linear_PH_inst15,2,finegray_dgm_cif_R,9,150,0.23939125347694937,0.2307328498666667,0.2733333333333333,0.3333333333333333
S1_linear_PH_inst15,2,finegray_dgm_cif_R,10,150,0.356380739345196,0.3023862858,0.3333333333333333,0.43333333333333335
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,1,150,0.040001771436017776,0.051518697513333336,0.05333333333333334,0.20666666666666667
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,2,150,0.06405643353420308,0.07402570668,0.09333333333333334,0.20666666666666667
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,3,150,0.0812108393546033,0.092588689,0.10666666666666667,0.24
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,4,150,0.09813613618233352,0.10763275962666666,0.1,0.24666666666666667
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,5,150,0.11508623104219716,0.12494023872,0.08666666666666667,0.3333333333333333
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,6,150,0.13552069901682304,0.14173831796,0.13333333333333333,0.2866666666666667
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,7,150,0.1585192497934065,0.16740271021333333,0.20666666666666667,0.30666666666666664
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,8,150,0.18763847674535342,0.1904036935,0.18666666666666668,0.36666666666666664
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,9,150,0.2319557085204533,0.21913462602666664,0.19333333333333333,0.3333333333333333
S1_linear_PH_inst15,2,finegray_all_safe_reduced_R,10,150,0.3450905869443648,0.2999155931333334,0.34,0.3466666666666667
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,1,150,0.03887234683811655,0.05236971131333334,0.04666666666666667,0.08
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,2,150,0.06984072563217716,0.07468211392,0.14,0.19333333333333333
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,3,150,0.0927879605990227,0.09063551888,0.06666666666666667,0.31333333333333335
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,4,150,0.11221970460935128,0.10928954933999999,0.08,0.22666666666666666
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,5,150,0.13304185951484498,0.12621222432,0.12666666666666668,0.31333333333333335
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,6,150,0.1551338955079484,0.14389887936666668,0.14,0.31333333333333335
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,7,150,0.17858479321855256,0.16500913425333333,0.16,0.34
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,8,150,0.2064546287010695,0.18446347094,0.15333333333333332,0.37333333333333335
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,9,150,0.2463970029161491,0.22242912477333335,0.28,0.36
