scenario_id,model,n_successful_reps,n_failed_reps,failure_rate,cindex_mean,cindex_sd,cindex_se,cindex_ci95_low,cindex_ci95_high,cindex_median,cindex_p25,cindex_p75,spearman_true_lp_mean,spearman_true_lp_sd,spearman_true_lp_se,spearman_true_lp_ci95_low,spearman_true_lp_ci95_high,spearman_true_lp_median,spearman_true_lp_p25,spearman_true_lp_p75,spearman_true_risk5_mean,spearman_true_risk5_sd,spearman_true_risk5_se,spearman_true_risk5_ci95_low,spearman_true_risk5_ci95_high,spearman_true_risk5_median,spearman_true_risk5_p25,spearman_true_risk5_p75,risk5_mae_vs_true_risk_mean,risk5_mae_vs_true_risk_sd,risk5_mae_vs_true_risk_se,risk5_mae_vs_true_risk_ci95_low,risk5_mae_vs_true_risk_ci95_high,risk5_mae_vs_true_risk_median,risk5_mae_vs_true_risk_p25,risk5_mae_vs_true_risk_p75,risk5_rmse_vs_true_risk_mean,risk5_rmse_vs_true_risk_sd,risk5_rmse_vs_true_risk_se,risk5_rmse_vs_true_risk_ci95_low,risk5_rmse_vs_true_risk_ci95_high,risk5_rmse_vs_true_risk_median,risk5_rmse_vs_true_risk_p25,risk5_rmse_vs_true_risk_p75,risk5_naive_brier_mean,risk5_naive_brier_sd,risk5_naive_brier_se,risk5_naive_brier_ci95_low,risk5_naive_brier_ci95_high,risk5_naive_brier_median,risk5_naive_brier_p25,risk5_naive_brier_p75,risk5_calibration_slope_mean,risk5_calibration_slope_sd,risk5_calibration_slope_se,risk5_calibration_slope_ci95_low,risk5_calibration_slope_ci95_high,risk5_calibration_slope_median,risk5_calibration_slope_p25,risk5_calibration_slope_p75,runtime_sec_mean,runtime_sec_sd,runtime_sec_se,runtime_sec_ci95_low,runtime_sec_ci95_high,runtime_sec_median,runtime_sec_p25,runtime_sec_p75
S2_linear_PH_inst45,penalised_cox_all_safe_predictors,50,0,0.0,0.6874475761034237,0.010568724440489317,0.0014946433440723992,0.6845180751490417,0.6903770770578056,0.6870117089210286,0.6799116176389991,0.6937712177980633,0.9402332921550925,0.0069328665425094724,0.0009804553890539562,0.9383115995925468,0.9421549847176383,0.9408445585975816,0.9343515023784457,0.9443541183796083,0.9030239361807207,0.008696756339672752,0.00122990707642194,0.9006133183109337,0.9054345540505078,0.9041550276244568,0.8984649824288812,0.9092360369937942,0.10974124149439338,0.00502991621175664,0.0007113375724266541,0.10834701985243714,0.11113546313634962,0.10967091999531436,0.10646631307638292,0.11367994375319321,0.1451016238681423,0.005917000262451121,0.0008367902019723538,0.14346151507227647,0.1467417326640081,0.14536180195568507,0.1410578003090447,0.14906899358255496,0.2379843049807281,0.005616969124082129,0.0007943593914707871,0.23642736057344535,0.23954124938801083,0.23830560587493949,0.23578704313924567,0.24108641522515056,0.5083672896411602,0.058573936269948744,0.008283605507453886,0.49213142284655054,0.5246031564357698,0.5039828509722918,0.4683283554895955,0.5412657735431258,1.0783810908200038,0.08655371421784756,0.012240543652064501,1.0543896252619573,1.1023725563780502,1.043176979000009,1.0204945099999918,1.0700470309999872
S2_linear_PH_inst45,xgb_survival_cox_strict,50,0,0.0,0.6845077131994094,0.01110507468175658,0.0015704947226106237,0.6814295435430926,0.6875858828557262,0.6854349541083374,0.6777088114979019,0.6913573635331878,0.922322963392607,0.008178422330688582,0.001156603577887477,0.9200560203799475,0.9245899064052665,0.921765113673384,0.9172552352245491,0.9285712624761168,0.9061543877212742,0.007507431907051966,0.00106171120215454,0.9040734337650513,0.9082353416774971,0.9064835762149228,0.9000619689164308,0.9114237781686452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40393760738000367,0.014229761386272891,0.0020123921541800095,0.39999331875781086,0.4078818960021965,0.40146779149999645,0.3948007810000007,0.40992670850002355
S3_nonlinear_interaction_inst30,cox_dgm_features,50,0,0.0,0.7328802601927343,0.011674613317456742,0.0016510396489008876,0.7296442224808886,0.7361162979045801,0.7313537770444828,0.7236537802425398,0.7400214318685566,0.9509757434736638,0.0052588427550229805,0.0007437126746540991,0.9495180666313418,0.9524334203159858,0.9510012706672315,0.946889477728657,0.9557887083505372,0.92029192718593,0.009784087819478423,0.0013836789689755788,0.9175799164067379,0.9230039379651221,0.9208524537122017,0.9134413570850477,0.9276540371795721,0.0948156995849576,0.00503787724922821,0.0007124634331429395,0.09341927125599744,0.09621212791391776,0.09465462741748623,0.09176638584247854,0.09780114594725964,0.13537246479390633,0.007560615980798959,0.0010692325659940648,0.13327676896455795,0.1374681606232547,0.13470181497254535,0.13144082409655555,0.13852722824464161,0.1940794936467515,0.005709608900831056,0.0008074606343401419,0.19249687080344483,0.19566211649005819,0.19370079219332248,0.191323843253353,0.1978571984493327,0.5969098785216264,0.06610646753352929,0.00934886629464938,0.5785861005841135,0.6152336564591392,0.5861607602563683,0.55104141713809,0.6321057225249547,0.22668336671999953,0.012924284688108837,0.0018277698689894443,0.22310093777678022,0.23026579566321884,0.22984147950000988,0.22859996874998956,0.2308432607500066
S3_nonlinear_interaction_inst30,oracle_true_lp_not_a_model,50,0,0.0,0.744805770885036,0.011702110446944615,0.0016549283302456955,0.7415621113577544,0.7480494304123175,0.7450253194140932,0.7372977056316614,0.7510705053186963,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9812905775154617,0.002137279133414021,0.00030225691370511237,0.9806981539645997,0.9818830010663236,0.981568754475002,0.9802825474457599,0.9827828385701506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17563586208489756,0.004455440812838692,0.0006300944823867085,0.1744008768994196,0.17687084727037553,0.1754209493807783,0.1729281384495309,0.17825662025598735,1.0011395994077403,0.0771290119370982,0.010907689473388061,0.9797605280398998,1.022518670775581,1.0049993326691466,0.9470661861146094,1.043620840703634,0.00010558915999524743,2.32497026347868e-05,3.2880044787256972e-06,9.914467121694506e-05,0.0001120336487735498,9.866650000844857e-05,9.49685000222189e-05,0.00010272874996530845
S3_nonlinear_interaction_inst30,penalised_cox_all_safe_predictors,50,0,0.0,0.7261215664510858,0.011912830359490664,0.001684728626064165,0.722819498344,0.7294236345581716,0.7264069264390192,0.7149024967320654,0.7346893047471115,0.9242270186253415,0.007114959010630973,0.001006207152856298,0.9222548526057431,0.9261991846449399,0.9231481631769616,0.918733241214774,0.9298679074968479,0.9016781518727985,0.010307785945088192,0.001457741068158249,0.8988209793792084,0.9045353243663887,0.9027082234258771,0.8947996474665101,0.9083383637059396,0.09863533318873476,0.004857507103167493,0.0006869552424623113,0.09728890091350863,0.09998176546396088,0.09907747679405712,0.09608568180700428,0.10140904701013816,0.13768939449686415,0.006996381233840087,0.000989437722842926,0.13575009656009202,0.1396286924336363,0.13756465493672487,0.1342054554530281,0.14205486583356525,0.19492874658698942,0.0053551683503000646,0.0007573351709785505,0.19344436965187145,0.19641312352210738,0.19475390537364726,0.19197541119343756,0.1987066481721331,0.6188042671561123,0.061896967315862604,0.008753553064785709,0.6016473031491323,0.6359612311630922,0.6184260747761035,0.5722515652353328,0.6547963285728242,0.9599240441599997,0.08358201926052115,0.011820282520875827,0.936756290419083,0.9830917979009163,0.9119399794999978,0.9024002085000262,1.0761613644999954
S3_nonlinear_interaction_inst30,xgb_survival_cox_strict,50,0,0.0,0.7254260131908804,0.012062006993949728,0.0017058253880282831,0.7220825954303449,0.7287694309514159,0.7255013847520037,0.7171572913090604,0.7341957179094677,0.913751805006881,0.007235041887344064,0.001023189436141941,0.9117463537120428,0.9157572563017192,0.9150552884690173,0.9093081294702798,0.9188533737126107,0.9075795557372471,0.007740081645280136,0.0010946128436630227,0.9054341145636676,0.9097249969108266,0.9092211845427488,0.9027081265369452,0.9126318411697073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4047395841400032,0.010077524982863774,0.001425177250591964,0.40194623672884294,0.4075329315511635,0.40199214550000306,0.39846196849995863,0.40673987500001374
S4_nonPH_inst30,cox_dgm_features,50,0,0.0,0.6899636769700842,0.01184320854998185,0.0016748826153397329,0.6866809070440183,0.6932464468961501,0.6891354945044583,0.6838260542936626,0.6955408184506842,0.947734955117758,0.010638387342343675,0.001504495166132069,0.944786144592139,0.9506837656433769,0.9486923096410265,0.9393446361531717,0.9550317329029925,0.9141527683095652,0.01468803406912639,0.002077201698515662,0.9100814529804745,0.9182240836386558,0.9146744776331013,0.9055909022417417,0.9228575834922594,0.09159930519626,0.006172996133943133,0.000872993485309906,0.08988823796505259,0.09331037242746741,0.09069927379761822,0.08838789290479522,0.09575343545684362,0.12658437684070867,0.008241712576301652,0.0011655541702586699,0.12429989066700167,0.12886886301441566,0.12717404550590244,0.12190031158504425,0.13015388441394932,0.2088441685420796,0.004084558924536757,0.0005776438627391945,0.20771198657111078,0.20997635051304842,0.2088618152383976,0.20610361421382623,0.2109683748929455,0.5669523514722596,0.05431437998583354,0.007681213280785159,0.5518971734419207,0.5820075295025986,0.562225577345566,0.5345791793721504,0.5965942144119369,0.21778992497999808,0.020014588243547505,0.0028304902139337984,0.21224216416068784,0.22333768579930832,0.2287387289999856,0.19385784399997874,0.2298063334999938
S4_nonPH_inst30,oracle_true_lp_not_a_model,50,0,0.0,0.6956900174098606,0.011488312621900967,0.0016246927518674358,0.6925056196162004,0.6988744152035208,0.6950198015679578,0.6880635169271485,0.7022195632889544,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9740040422044687,0.002745642173632816,0.00038829243993750726,0.9732429890221912,0.9747650953867462,0.9743473379321503,0.9723837415038852,0.976154376957501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19455149405818847,0.003144819796043592,0.0004447446806784238,0.19367979448405875,0.1954231936323182,0.19474152630107774,0.19265870141671404,0.19667674934216808,0.7787080097042895,0.06800269142410362,0.00961703284898399,0.7598586253202809,0.7975573940882982,0.760070424964886,0.735399277323508,0.8210380820391846,0.00010119492000256968,1.5147587621372928e-05,2.1421923851380403e-06,9.699622292769913e-05,0.00010539361707744024,9.735450001358004e-05,9.517725003149735e-05,0.00010031224998385824
S4_nonPH_inst30,penalised_cox_all_safe_predictors,50,0,0.0,0.681783243943903,0.011916992257437963,0.0016853172073163932,0.6784800222175629,0.6850864656702431,0.681356880881993,0.6743862581720405,0.6882647866014521,0.914508274039233,0.011161840387635638,0.0015785226057238083,0.9114143697320143,0.9176021783464516,0.9126217407207737,0.9068508412670406,0.9249138199616979,0.8890872422880379,0.014731566295904427,0.002083358085066642,0.8850038604413073,0.8931706241347686,0.8902178765412786,0.8803677957190204,0.9010197302309911,0.09727609109702914,0.005488199434316096,0.0007761486073018171,0.09575483982671758,0.09879734236734071,0.09668942712771421,0.0944792252050063,0.10093997569343363,0.12920773089349272,0.007019448725458362,0.0009926999587925752,0.12726203897425928,0.13115342281272616,0.12960031850508935,0.1254068639801856,0.13266286699805988,0.20988522648433217,0.003734370958708441,0.0005281198056737694,0.20885011166521159,0.21092034130345275,0.20994240188414903,0.20781692893018708,0.21231749287126744,0.5723352233430805,0.05100050789935535,0.00721256099591845,0.5581986037910803,0.5864718428950807,0.5645195094255728,0.5378879186489753,0.6149518131503982,0.9239817899599978,0.055838957182843506,0.007896821055674784,0.9085040206908752,0.9394595592291204,0.9007091669999738,0.8995848535000022,0.9241315727499853
S4_nonPH_inst30,xgb_survival_cox_strict,50,0,0.0,0.6808183210934915,0.011874548286643805,0.0016793147234025866,0.6775268642356225,0.6841097779513605,0.6813155202220229,0.6727042799439222,0.6869418232347081,0.8929904635868727,0.012697784636010977,0.0017957379244339436,0.8894708172549822,0.8965101099187632,0.8930309817915475,0.8847100678711414,0.9035638984728438,0.8789519323249515,0.015586511595545123,0.002204265608850542,0.8746315717316044,0.8832722929182986,0.8817092505374448,0.8699129172946299,0.8890491312812202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4022332317199999,0.010241234388541945,0.001448329256771775,0.39939450637672724,0.4050719570632726,0.39953510399996617,0.39655811474999325,0.40524217724998834
S5_MAR_missingness_inst30,cox_dgm_features,50,0,0.0,0.6896704471627737,0.01397578604893219,0.0019764746175224596,0.6857965569124297,0.6935443374131177,0.6907988771808373,0.6814137407202854,0.6987026650150894,0.9572629878679946,0.007668473061979654,0.0010844858606944363,0.9551373955810335,0.9593885801549557,0.9578221359209494,0.9539961831094147,0.9629163737406107,0.9235121287404957,0.013542745701118604,0.001915233464229186,0.9197582711506065,0.9272659863303849,0.9259652044289799,0.9174465979762658,0.9322301112133828,0.08616971224777367,0.006522645837713235,0.0009224414206250475,0.08436172706334857,0.08797769743219877,0.08622262223527957,0.08175711239285316,0.09098626802553027,0.12732101202685922,0.008432223100949343,0.0011924964270318278,0.12498371902987684,0.1296583050238416,0.1281569881022167,0.12020233967530775,0.13294795361224332,0.2071047306601879,0.005158333111804838,0.0007294984645952612,0.20567491366958118,0.2085345476507946,0.20785017247840898,0.2034428330850478,0.21060960546870597,0.5863632714478733,0.0686914015276264,0.009714431165878518,0.5673229863627514,0.6054035565329952,0.5872809364901367,0.5394576026172236,0.6342506771795692,0.2130462200199969,0.019136688134025186,0.0027063363898042693,0.20774180069598053,0.21835063934401328,0.2110758544999953,0.1945318442499655,0.22986832300000515
S5_MAR_missingness_inst30,oracle_true_lp_not_a_model,50,0,0.0,0.699670337648507,0.013236012136070755,0.001871854787456614,0.6960015022650919,0.703339173031922,0.6987516594805123,0.6916364610030634,0.7091893214228049,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9647949520675959,0.0032922293220894157,0.0004655915357741232,0.9638823926574787,0.9657075114777132,0.9644861299938357,0.9627974359099718,0.9671070556031358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18968863470297814,0.003316787813638445,0.00046906463095612946,0.18876926802630412,0.19060800137965217,0.18972178934786949,0.18752970511427747,0.1917836567747497,1.0014171919032346,0.09717320882538746,0.013742366982017588,0.9744821526184801,1.0283522311879891,1.0021902312235436,0.939796104361195,1.0594137880383188,0.0001011000000050899,1.7014932620402455e-05,2.4062748474637536e-06,9.638370130406094e-05,0.00010581629870611886,9.777100001429062e-05,9.55004999667608e-05,0.00010158300004547982
S5_MAR_missingness_inst30,penalised_cox_all_safe_predictors,50,0,0.0,0.6828762418186634,0.013970222073675884,0.001975687752595642,0.6790038938235758,0.6867485898137509,0.6838851793200295,0.6757729033143147,0.689983481509185,0.9178219773431011,0.009900536098719277,0.0014001472425573213,0.9150776887476888,0.9205662659385134,0.9186062909361294,0.91210767738119,0.925593606930492,0.8958220586907406,0.014468014414443935,0.0020460862205516047,0.8918117296984595,0.8998323876830218,0.8967620963387095,0.8875167917852408,0.9059007448447756,0.09257530501719356,0.00656519118130128,0.0009284582408168511,0.09075552686519253,0.0943950831691946,0.09176574998629239,0.08836853594764071,0.0968097658069161,0.1304114646338761,0.008250439252256834,0.0011667883086076952,0.128124559549005,0.13269836971874718,0.1294419568831586,0.12472828351510842,0.13604860143535136,0.20756776840514438,0.004975704088445993,0.0007036708204235581,0.2061885735971142,0.20894696321317455,0.2074045324509476,0.204066408885196,0.21084202344552877,0.5911402669714367,0.06393164404735423,0.009041299807657749,0.5734193193484276,0.6088612145944459,0.5878288226996607,0.5417016134490316,0.6394313879322142,0.9291723440400006,0.0648073322282884,0.009165140817846442,0.9112086680370216,0.9471360200429796,0.9031831459999751,0.9000073755000244,0.9211110100000326
